Model,Dataset,Horizon,SeqLen,MSE,MAE,ExperimentName
PatchFusionBERT_v0,Illness,24,104,1.960111379623413,0.8826153874397278,long_term_forecast_PFB_v0_MS2021_Illness_24_PatchFusionBERT_v0_custom_ftM_sl104_ll18_pl24_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_illness_horizons_0
PatchFusionBERT_v0,Illness,24,104,1.960111379623413,0.8826153874397278,long_term_forecast_PFB_v0_MS2021_Illness_24_PatchFusionBERT_v0_custom_ftM_sl104_ll18_pl24_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_illness_horizons_0
PatchFusionBERT_v0,Illness,24,104,1.9657244682312012,0.8802881836891174,long_term_forecast_PFB_v0_MS2022_Illness_24_PatchFusionBERT_v0_custom_ftM_sl104_ll18_pl24_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_illness_horizons_0
PatchFusionBERT_v0,Illness,24,104,1.9657244682312012,0.8802881836891174,long_term_forecast_PFB_v0_MS2022_Illness_24_PatchFusionBERT_v0_custom_ftM_sl104_ll18_pl24_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_illness_horizons_0
PatchFusionBERT_v0,Illness,24,104,2.255908727645874,0.9935358166694641,long_term_forecast_PFB_v0_MS2023_Illness_24_PatchFusionBERT_v0_custom_ftM_sl104_ll18_pl24_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_illness_horizons_0
PatchFusionBERT_v0,Illness,24,104,2.255908727645874,0.9935358166694641,long_term_forecast_PFB_v0_MS2023_Illness_24_PatchFusionBERT_v0_custom_ftM_sl104_ll18_pl24_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_illness_horizons_0
PatchFusionBERT_v0,Illness,24,104,1.9868415594100952,0.8903886675834656,long_term_forecast_Illness_104_24_PatchFusionBERT_v0_custom_ftM_sl104_ll18_pl24_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_Exp_0
PatchFusionBERT_v2,Illness,24,104,2.2976088523864746,1.0193934440612793,long_term_forecast_Illness_104_24_PatchFusionBERT_v2_custom_ftM_sl104_ll18_pl24_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_Exp_0
PatchFusionBERT_v2,Illness,24,104,2.0520384311676025,0.9311892986297607,long_term_forecast_Illness_104_24_MS2021_PatchFusionBERT_v2_custom_ftM_sl104_ll18_pl24_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_Exp_0
PatchFusionBERT_v2,Illness,24,104,2.1999006271362305,0.9665421843528748,long_term_forecast_Illness_104_24_MS2022_PatchFusionBERT_v2_custom_ftM_sl104_ll18_pl24_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_Exp_0
PatchFusionBERT_v2,Illness,24,104,2.3475914001464844,1.0475678443908691,long_term_forecast_Illness_104_24_MS2023_PatchFusionBERT_v2_custom_ftM_sl104_ll18_pl24_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_Exp_0
PatchTST,Illness,24,104,2.226719379425049,1.0280022621154785,long_term_forecast_PatchTST_MS2021_Illness_24_PatchTST_custom_ftM_sl104_ll18_pl24_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_illness_horizons_0
PatchTST,Illness,24,104,2.226719379425049,1.0280022621154785,long_term_forecast_PatchTST_MS2021_Illness_24_PatchTST_custom_ftM_sl104_ll18_pl24_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_illness_horizons_0
PatchTST,Illness,24,104,2.0219268798828125,0.9225701093673706,long_term_forecast_PatchTST_MS2022_Illness_24_PatchTST_custom_ftM_sl104_ll18_pl24_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_illness_horizons_0
PatchTST,Illness,24,104,2.0219268798828125,0.9225701093673706,long_term_forecast_PatchTST_MS2022_Illness_24_PatchTST_custom_ftM_sl104_ll18_pl24_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_illness_horizons_0
PatchTST,Illness,24,104,1.9789042472839355,0.891767680644989,long_term_forecast_PatchTST_MS2023_Illness_24_PatchTST_custom_ftM_sl104_ll18_pl24_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_illness_horizons_0
PatchTST,Illness,24,104,1.9789042472839355,0.891767680644989,long_term_forecast_PatchTST_MS2023_Illness_24_PatchTST_custom_ftM_sl104_ll18_pl24_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_illness_horizons_0
PatchTST,Illness,24,104,2.332226514816284,1.036583662033081,long_term_forecast_Illness_104_24_PatchTST_custom_ftM_sl104_ll18_pl24_dm128_nh8_el2_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_Exp_0
TiDE,Illness,24,104,3.251856565475464,1.271102786064148,long_term_forecast_Illness_104_24_TiDE_custom_ftM_sl104_ll18_pl24_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0
TimeXer,Illness,24,104,2.299729108810425,0.9924191832542419,long_term_forecast_Illness_104_24_TimeXer_custom_ftM_sl104_ll18_pl24_dm128_nh8_el2_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_Exp_0
iTransformer,Illness,24,104,2.2531044483184814,1.0106356143951416,long_term_forecast_Illness_104_24_iTransformer_custom_ftM_sl104_ll18_pl24_dm128_nh8_el2_dl1_df512_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0
DLinear,Illness,36,104,3.326033353805542,1.2781600952148438,long_term_forecast_DLinear_MS2021_Illness_36_DLinear_custom_ftM_sl104_ll18_pl36_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_illness_horizons_0
DLinear,Illness,36,104,3.326033353805542,1.2781600952148438,long_term_forecast_DLinear_MS2021_Illness_36_DLinear_custom_ftM_sl104_ll18_pl36_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_illness_horizons_0
DLinear,Illness,36,104,3.2656023502349854,1.2706372737884521,long_term_forecast_DLinear_MS2022_Illness_36_DLinear_custom_ftM_sl104_ll18_pl36_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_illness_horizons_0
DLinear,Illness,36,104,3.2656023502349854,1.2706372737884521,long_term_forecast_DLinear_MS2022_Illness_36_DLinear_custom_ftM_sl104_ll18_pl36_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_illness_horizons_0
DLinear,Illness,36,104,3.296602964401245,1.2737714052200317,long_term_forecast_DLinear_MS2023_Illness_36_DLinear_custom_ftM_sl104_ll18_pl36_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_illness_horizons_0
DLinear,Illness,36,104,3.296602964401245,1.2737714052200317,long_term_forecast_DLinear_MS2023_Illness_36_DLinear_custom_ftM_sl104_ll18_pl36_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_illness_horizons_0
PatchFusionBERT_v0,Illness,36,104,2.190605878829956,1.0079259872436523,long_term_forecast_PFB_v0_MS2021_Illness_36_PatchFusionBERT_v0_custom_ftM_sl104_ll18_pl36_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_illness_horizons_0
PatchFusionBERT_v0,Illness,36,104,2.190605878829956,1.0079259872436523,long_term_forecast_PFB_v0_MS2021_Illness_36_PatchFusionBERT_v0_custom_ftM_sl104_ll18_pl36_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_illness_horizons_0
PatchFusionBERT_v0,Illness,36,104,1.9241093397140503,0.8836841583251953,long_term_forecast_PFB_v0_MS2022_Illness_36_PatchFusionBERT_v0_custom_ftM_sl104_ll18_pl36_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_illness_horizons_0
PatchFusionBERT_v0,Illness,36,104,1.9241093397140503,0.8836841583251953,long_term_forecast_PFB_v0_MS2022_Illness_36_PatchFusionBERT_v0_custom_ftM_sl104_ll18_pl36_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_illness_horizons_0
PatchFusionBERT_v0,Illness,36,104,2.1406936645507812,0.9886003732681274,long_term_forecast_PFB_v0_MS2023_Illness_36_PatchFusionBERT_v0_custom_ftM_sl104_ll18_pl36_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_illness_horizons_0
PatchFusionBERT_v0,Illness,36,104,2.1406936645507812,0.9886003732681274,long_term_forecast_PFB_v0_MS2023_Illness_36_PatchFusionBERT_v0_custom_ftM_sl104_ll18_pl36_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_illness_horizons_0
PatchTST,Illness,36,104,2.1423447132110596,0.9932971000671387,long_term_forecast_PatchTST_MS2021_Illness_36_PatchTST_custom_ftM_sl104_ll18_pl36_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_illness_horizons_0
PatchTST,Illness,36,104,2.1423447132110596,0.9932971000671387,long_term_forecast_PatchTST_MS2021_Illness_36_PatchTST_custom_ftM_sl104_ll18_pl36_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_illness_horizons_0
PatchTST,Illness,36,104,2.2611019611358643,1.0505335330963135,long_term_forecast_PatchTST_MS2022_Illness_36_PatchTST_custom_ftM_sl104_ll18_pl36_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_illness_horizons_0
PatchTST,Illness,36,104,2.2611019611358643,1.0505335330963135,long_term_forecast_PatchTST_MS2022_Illness_36_PatchTST_custom_ftM_sl104_ll18_pl36_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_illness_horizons_0
PatchTST,Illness,36,104,2.2095789909362793,1.0112113952636719,long_term_forecast_PatchTST_MS2023_Illness_36_PatchTST_custom_ftM_sl104_ll18_pl36_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_illness_horizons_0
PatchTST,Illness,36,104,2.2095789909362793,1.0112113952636719,long_term_forecast_PatchTST_MS2023_Illness_36_PatchTST_custom_ftM_sl104_ll18_pl36_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_illness_horizons_0
DLinear,Illness,48,104,3.373767614364624,1.2903622388839722,long_term_forecast_DLinear_H192_Illness_192_DLinear_custom_ftM_sl104_ll48_pl48_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_baseline_100_0
DLinear,Illness,48,104,3.373767614364624,1.2903622388839722,long_term_forecast_DLinear_H336_Illness_192_DLinear_custom_ftM_sl104_ll48_pl48_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_baseline_100_0
DLinear,Illness,48,104,3.373767614364624,1.2903622388839722,long_term_forecast_DLinear_MS2021_Illness_48_DLinear_custom_ftM_sl104_ll18_pl48_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_illness_horizons_0
DLinear,Illness,48,104,3.373767614364624,1.2903622388839722,long_term_forecast_DLinear_MS2021_Illness_48_DLinear_custom_ftM_sl104_ll18_pl48_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_illness_horizons_0
DLinear,Illness,48,104,3.352442502975464,1.2814006805419922,long_term_forecast_DLinear_MS2022_Illness_48_DLinear_custom_ftM_sl104_ll18_pl48_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_illness_horizons_0
DLinear,Illness,48,104,3.352442502975464,1.2814006805419922,long_term_forecast_DLinear_MS2022_Illness_48_DLinear_custom_ftM_sl104_ll18_pl48_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_illness_horizons_0
DLinear,Illness,48,104,3.388207197189331,1.2884318828582764,long_term_forecast_DLinear_MS2023_Illness_48_DLinear_custom_ftM_sl104_ll18_pl48_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_illness_horizons_0
DLinear,Illness,48,104,3.388207197189331,1.2884318828582764,long_term_forecast_DLinear_MS2023_Illness_48_DLinear_custom_ftM_sl104_ll18_pl48_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_illness_horizons_0
DLinear,Illness,48,104,2.2888519763946533,1.0757075548171997,long_term_forecast_Illness_104_48_DLinear_custom_ftM_sl104_ll18_pl48_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0
Informer,Illness,48,336,5.074991226196289,1.5821506977081299,long_term_forecast_Illness_336_48_Informer_custom_ftM_sl336_ll48_pl48_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_Exp_0
PatchFusionBERT_BERTOnly,Illness,48,104,3.8003671169281006,1.2921509742736816,long_term_forecast_BERTOnly_H192_Illness_192_PatchFusionBERT_BERTOnly_custom_ftM_sl104_ll48_pl48_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_Ablation_100_0
PatchFusionBERT_BERTOnly,Illness,48,104,3.8003671169281006,1.2921509742736816,long_term_forecast_BERTOnly_H336_Illness_192_PatchFusionBERT_BERTOnly_custom_ftM_sl104_ll48_pl48_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_Ablation_100_0
PatchFusionBERT_BERTOnly,Illness,48,104,3.789760112762451,1.288774847984314,long_term_forecast_Illness_104_48_PatchFusionBERT_BERTOnly_custom_ftM_sl104_ll18_pl48_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_Exp_0
PatchFusionBERT_v0,Illness,48,104,1.8854596614837646,0.8945566415786743,long_term_forecast_PFB_v0_H192_Illness_192_PatchFusionBERT_v0_custom_ftM_sl104_ll48_pl48_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_PFB_100_0
PatchFusionBERT_v0,Illness,48,104,1.8854596614837646,0.8945566415786743,long_term_forecast_PFB_v0_H336_Illness_192_PatchFusionBERT_v0_custom_ftM_sl104_ll48_pl48_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_PFB_100_0
PatchFusionBERT_v0,Illness,48,104,1.8854596614837646,0.8945566415786743,long_term_forecast_PFB_v0_MS2021_Illness_48_PatchFusionBERT_v0_custom_ftM_sl104_ll18_pl48_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_illness_horizons_0
PatchFusionBERT_v0,Illness,48,104,1.8854596614837646,0.8945566415786743,long_term_forecast_PFB_v0_MS2021_Illness_48_PatchFusionBERT_v0_custom_ftM_sl104_ll18_pl48_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_illness_horizons_0
PatchFusionBERT_v0,Illness,48,104,1.913844347000122,0.892449140548706,long_term_forecast_PFB_v0_MS2022_Illness_48_PatchFusionBERT_v0_custom_ftM_sl104_ll18_pl48_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_illness_horizons_0
PatchFusionBERT_v0,Illness,48,104,1.913844347000122,0.892449140548706,long_term_forecast_PFB_v0_MS2022_Illness_48_PatchFusionBERT_v0_custom_ftM_sl104_ll18_pl48_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_illness_horizons_0
PatchFusionBERT_v0,Illness,48,104,1.9339990615844727,0.9062305688858032,long_term_forecast_PFB_v0_MS2023_Illness_48_PatchFusionBERT_v0_custom_ftM_sl104_ll18_pl48_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_illness_horizons_0
PatchFusionBERT_v0,Illness,48,104,1.9339990615844727,0.9062305688858032,long_term_forecast_PFB_v0_MS2023_Illness_48_PatchFusionBERT_v0_custom_ftM_sl104_ll18_pl48_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_illness_horizons_0
PatchFusionBERT_v0,Illness,48,104,2.0890085697174072,0.9836471676826477,long_term_forecast_Illness_104_48_PatchFusionBERT_v0_custom_ftM_sl104_ll18_pl48_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_Exp_0
PatchFusionBERT_v2,Illness,48,104,2.000688076019287,0.9253119230270386,long_term_forecast_PFB_v2_H192_Illness_192_PatchFusionBERT_v2_custom_ftM_sl104_ll48_pl48_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_PFB_100_0
PatchFusionBERT_v2,Illness,48,104,2.000688076019287,0.9253119230270386,long_term_forecast_PFB_v2_H336_Illness_192_PatchFusionBERT_v2_custom_ftM_sl104_ll48_pl48_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_PFB_100_0
PatchFusionBERT_v2,Illness,48,104,2.0009264945983887,0.9254134297370911,long_term_forecast_Illness_104_48_PatchFusionBERT_v2_custom_ftM_sl104_ll18_pl48_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_Exp_0
PatchFusionBERT_v2,Illness,48,104,2.000688076019287,0.9253119230270386,long_term_forecast_Illness_104_48_MS2021_PatchFusionBERT_v2_custom_ftM_sl104_ll18_pl48_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_Exp_0
PatchFusionBERT_v2,Illness,48,104,2.122053623199463,0.9603747129440308,long_term_forecast_Illness_104_48_MS2022_PatchFusionBERT_v2_custom_ftM_sl104_ll18_pl48_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_Exp_0
PatchFusionBERT_v2,Illness,48,104,2.050363302230835,0.9355221390724182,long_term_forecast_Illness_104_48_MS2023_PatchFusionBERT_v2_custom_ftM_sl104_ll18_pl48_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_Exp_0
PatchTST,Illness,48,104,1.9039270877838135,0.8919050097465515,long_term_forecast_PatchTST_H192_Illness_192_PatchTST_custom_ftM_sl104_ll48_pl48_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_baseline_100_0
PatchTST,Illness,48,104,1.9039270877838135,0.8919050097465515,long_term_forecast_PatchTST_H336_Illness_192_PatchTST_custom_ftM_sl104_ll48_pl48_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_baseline_100_0
PatchTST,Illness,48,104,1.9039270877838135,0.8919050097465515,long_term_forecast_PatchTST_H720_Illness_192_PatchTST_custom_ftM_sl104_ll48_pl48_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_baseline_100_0
PatchTST,Illness,48,104,1.9039270877838135,0.8919050097465515,long_term_forecast_PatchTST_MS2021_Illness_48_PatchTST_custom_ftM_sl104_ll18_pl48_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_illness_horizons_0
PatchTST,Illness,48,104,1.9039270877838135,0.8919050097465515,long_term_forecast_PatchTST_MS2021_Illness_48_PatchTST_custom_ftM_sl104_ll18_pl48_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_illness_horizons_0
PatchTST,Illness,48,104,2.1959643363952637,1.000337839126587,long_term_forecast_PatchTST_MS2022_Illness_48_PatchTST_custom_ftM_sl104_ll18_pl48_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_illness_horizons_0
PatchTST,Illness,48,104,2.1959643363952637,1.000337839126587,long_term_forecast_PatchTST_MS2022_Illness_48_PatchTST_custom_ftM_sl104_ll18_pl48_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_illness_horizons_0
PatchTST,Illness,48,104,2.1353533267974854,1.006277084350586,long_term_forecast_PatchTST_MS2023_Illness_48_PatchTST_custom_ftM_sl104_ll18_pl48_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_illness_horizons_0
PatchTST,Illness,48,104,2.1353533267974854,1.006277084350586,long_term_forecast_PatchTST_MS2023_Illness_48_PatchTST_custom_ftM_sl104_ll18_pl48_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_illness_horizons_0
PatchTST,Illness,48,104,2.0226516723632812,0.9309739470481873,long_term_forecast_Illness_104_48_PatchTST_custom_ftM_sl104_ll18_pl48_dm128_nh8_el2_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_Exp_0
TiDE,Illness,48,104,3.521601676940918,1.3424705266952515,long_term_forecast_TiDE_H192_Illness_192_TiDE_custom_ftM_sl104_ll48_pl48_dm128_nh8_el2_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_baseline_100_0
TiDE,Illness,48,104,3.521601676940918,1.3424705266952515,long_term_forecast_TiDE_H336_Illness_192_TiDE_custom_ftM_sl104_ll48_pl48_dm128_nh8_el2_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_baseline_100_0
TiDE,Illness,48,104,3.67205810546875,1.3679190874099731,long_term_forecast_Illness_104_48_TiDE_custom_ftM_sl104_ll18_pl48_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0
TimeXer,Illness,48,104,2.159614086151123,0.9591979384422302,long_term_forecast_TimeXer_H192_Illness_192_TimeXer_custom_ftM_sl104_ll48_pl48_dm128_nh8_el2_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_baseline_100_0
TimeXer,Illness,48,104,2.159614086151123,0.9591979384422302,long_term_forecast_TimeXer_H336_Illness_192_TimeXer_custom_ftM_sl104_ll48_pl48_dm128_nh8_el2_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_baseline_100_0
TimeXer,Illness,48,104,2.1610045433044434,0.9580312371253967,long_term_forecast_Illness_104_48_TimeXer_custom_ftM_sl104_ll18_pl48_dm128_nh8_el2_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_Exp_0
iTransformer,Illness,48,104,2.2221453189849854,1.0151702165603638,long_term_forecast_iTransformer_H192_Illness_192_iTransformer_custom_ftM_sl104_ll48_pl48_dm128_nh8_el2_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_baseline_100_0
iTransformer,Illness,48,104,2.2221453189849854,1.0151702165603638,long_term_forecast_iTransformer_H336_Illness_192_iTransformer_custom_ftM_sl104_ll48_pl48_dm128_nh8_el2_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_baseline_100_0
iTransformer,Illness,48,104,2.253577947616577,1.022566556930542,long_term_forecast_Illness_104_48_iTransformer_custom_ftM_sl104_ll18_pl48_dm128_nh8_el2_dl1_df512_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0
DLinear,Illness,60,104,3.635380506515503,1.3320369720458984,long_term_forecast_DLinear_MS2021_Illness_60_DLinear_custom_ftM_sl104_ll18_pl60_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_illness_horizons_0
DLinear,Illness,60,104,3.635380506515503,1.3320369720458984,long_term_forecast_DLinear_MS2021_Illness_60_DLinear_custom_ftM_sl104_ll18_pl60_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_illness_horizons_0
DLinear,Illness,60,104,3.656618118286133,1.3348695039749146,long_term_forecast_DLinear_MS2022_Illness_60_DLinear_custom_ftM_sl104_ll18_pl60_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_illness_horizons_0
DLinear,Illness,60,104,3.656618118286133,1.3348695039749146,long_term_forecast_DLinear_MS2022_Illness_60_DLinear_custom_ftM_sl104_ll18_pl60_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_illness_horizons_0
DLinear,Illness,60,104,3.608173370361328,1.324995994567871,long_term_forecast_DLinear_MS2023_Illness_60_DLinear_custom_ftM_sl104_ll18_pl60_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_illness_horizons_0
DLinear,Illness,60,104,3.608173370361328,1.324995994567871,long_term_forecast_DLinear_MS2023_Illness_60_DLinear_custom_ftM_sl104_ll18_pl60_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_illness_horizons_0
DLinear,Illness,60,104,2.5675783157348633,1.1649035215377808,long_term_forecast_Illness_104_60_DLinear_custom_ftM_sl104_ll18_pl60_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0
Informer,Illness,60,336,5.551510334014893,1.634717345237732,long_term_forecast_Illness_336_60_Informer_custom_ftM_sl336_ll48_pl60_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_Exp_0
PatchFusionBERT_BERTOnly,Illness,60,336,4.749452114105225,1.5530376434326172,long_term_forecast_Illness_336_60_PatchFusionBERT_BERTOnly_custom_ftM_sl336_ll48_pl60_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_Exp_0
PatchFusionBERT_v0,Illness,60,104,2.0831267833709717,0.9810685515403748,long_term_forecast_PFB_v0_MS2021_Illness_60_PatchFusionBERT_v0_custom_ftM_sl104_ll18_pl60_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_illness_horizons_0
PatchFusionBERT_v0,Illness,60,104,2.0831267833709717,0.9810685515403748,long_term_forecast_PFB_v0_MS2021_Illness_60_PatchFusionBERT_v0_custom_ftM_sl104_ll18_pl60_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_illness_horizons_0
PatchFusionBERT_v0,Illness,60,104,1.9543546438217163,0.9106767773628235,long_term_forecast_PFB_v0_MS2022_Illness_60_PatchFusionBERT_v0_custom_ftM_sl104_ll18_pl60_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_illness_horizons_0
PatchFusionBERT_v0,Illness,60,104,1.9543546438217163,0.9106767773628235,long_term_forecast_PFB_v0_MS2022_Illness_60_PatchFusionBERT_v0_custom_ftM_sl104_ll18_pl60_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_illness_horizons_0
PatchFusionBERT_v0,Illness,60,104,2.070000410079956,0.9850523471832275,long_term_forecast_PFB_v0_MS2023_Illness_60_PatchFusionBERT_v0_custom_ftM_sl104_ll18_pl60_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_illness_horizons_0
PatchFusionBERT_v0,Illness,60,104,2.070000410079956,0.9850523471832275,long_term_forecast_PFB_v0_MS2023_Illness_60_PatchFusionBERT_v0_custom_ftM_sl104_ll18_pl60_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_illness_horizons_0
PatchFusionBERT_v0,Illness,60,104,1.9930323362350464,0.9314469695091248,long_term_forecast_Illness_104_60_PatchFusionBERT_v0_custom_ftM_sl104_ll18_pl60_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_Exp_0
