Model,Dataset,Horizon,SeqLen,MSE,MAE,ExperimentName
TiDE,ETTh2,192,336,0.3516623079776764,0.3902686834335327,long_term_forecast_TiDE_H192_ETTh2_192_TiDE_ETTh2_ftM_sl336_ll96_pl192_dm128_nh8_el2_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_baseline_100_0
TimeXer,ETTh2,192,336,0.3613777160644531,0.3971816599369049,long_term_forecast_TimeXer_H192_ETTh2_192_TimeXer_ETTh2_ftM_sl336_ll96_pl192_dm128_nh8_el2_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_baseline_100_0
Transformer,ETTh2,192,96,4.488413333892822,1.7225699424743652,long_term_forecast_Transformer_H192_ETTh2_192_Transformer_ETTh2_ftM_sl96_ll96_pl192_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_baseline_100_0
iTransformer,ETTh2,192,336,0.3666737675666809,0.4009341299533844,long_term_forecast_iTransformer_H192_ETTh2_192_iTransformer_ETTh2_ftM_sl336_ll96_pl192_dm128_nh8_el2_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_baseline_100_0
DLinear,ETTh2,336,336,0.47470250725746155,0.47726643085479736,long_term_forecast_DLinear_H336_ETTh2_192_DLinear_ETTh2_ftM_sl336_ll168_pl336_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_baseline_100_0
DLinear,ETTh2,336,336,0.48854905366897583,0.48537635803222656,long_term_forecast_DLinear_ETTh2_H336_seed2021_DLinear_ETTh2_ftM_sl336_ll48_pl336_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_test_0
DLinear,ETTh2,336,336,0.49129900336265564,0.48705077171325684,long_term_forecast_DLinear_ETTh2_H336_seed2022_DLinear_ETTh2_ftM_sl336_ll48_pl336_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_test_0
DLinear,ETTh2,336,336,0.4934065639972687,0.48862314224243164,long_term_forecast_DLinear_ETTh2_H336_seed2023_DLinear_ETTh2_ftM_sl336_ll48_pl336_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_test_0
Informer,ETTh2,336,336,2.5357327461242676,1.2800962924957275,long_term_forecast_ETTh2_336_336_Informer_ETTh2_ftM_sl336_ll48_pl336_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_Exp_0
PatchFusionBERT_BERTOnly,ETTh2,336,336,0.5889265537261963,0.553624153137207,long_term_forecast_BERTOnly_H336_ETTh2_192_PatchFusionBERT_BERTOnly_ETTh2_ftM_sl336_ll168_pl336_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_Ablation_100_0
PatchFusionBERT_v0,ETTh2,336,336,0.3814277946949005,0.41385334730148315,long_term_forecast_PFB_v0_H336_ETTh2_192_PatchFusionBERT_v0_ETTh2_ftM_sl336_ll168_pl336_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_PFB_100_0
PatchFusionBERT_v2,ETTh2,336,336,0.39553478360176086,0.42251238226890564,long_term_forecast_PFB_v2_H336_ETTh2_192_PatchFusionBERT_v2_ETTh2_ftM_sl336_ll168_pl336_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_PFB_100_0
PatchTST,ETTh2,336,336,0.40590527653694153,0.429319828748703,long_term_forecast_PatchTST_H336_ETTh2_192_PatchTST_ETTh2_ftM_sl336_ll168_pl336_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_baseline_100_0
PatchTST,ETTh2,336,336,0.395018070936203,0.4279845356941223,long_term_forecast_PatchTST_ETTh2_H336_seed2021_PatchTST_ETTh2_ftM_sl336_ll48_pl336_dm128_nh8_el3_dl1_df512_expand2_dc4_fc1_ebtimeF_dtTrue_test_0
PatchTST,ETTh2,336,336,0.400089830160141,0.42940714955329895,long_term_forecast_PatchTST_ETTh2_H336_seed2022_PatchTST_ETTh2_ftM_sl336_ll48_pl336_dm128_nh8_el3_dl1_df512_expand2_dc4_fc1_ebtimeF_dtTrue_test_0
PatchTST,ETTh2,336,336,0.39588111639022827,0.4236738979816437,long_term_forecast_PatchTST_ETTh2_H336_seed2023_PatchTST_ETTh2_ftM_sl336_ll48_pl336_dm128_nh8_el3_dl1_df512_expand2_dc4_fc1_ebtimeF_dtTrue_test_0
TiDE,ETTh2,336,336,0.3736087679862976,0.4109189212322235,long_term_forecast_TiDE_H336_ETTh2_192_TiDE_ETTh2_ftM_sl336_ll168_pl336_dm128_nh8_el2_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_baseline_100_0
TimeXer,ETTh2,336,336,0.3944990038871765,0.4264659583568573,long_term_forecast_TimeXer_H336_ETTh2_192_TimeXer_ETTh2_ftM_sl336_ll168_pl336_dm128_nh8_el2_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_baseline_100_0
iTransformer,ETTh2,336,336,0.3988020420074463,0.4229061007499695,long_term_forecast_iTransformer_H336_ETTh2_192_iTransformer_ETTh2_ftM_sl336_ll168_pl336_dm128_nh8_el2_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_baseline_100_0
Autoformer,ETTm1,96,96,0.5176491141319275,0.47615644335746765,long_term_forecast_Autoformer_100epoch_Autoformer_ETTm1_ftM_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_baseline_100_0
DLinear,ETTm1,96,336,0.2998473048210144,0.34305816888809204,long_term_forecast_DLinear_100epoch_DLinear_ETTm1_ftM_sl336_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_baseline_100_0
DLinear,ETTm1,96,336,0.300064355134964,0.3435804843902588,long_term_forecast_DLinear_ETTm1_H96_seed2021_DLinear_ETTm1_ftM_sl336_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_test_0
DLinear,ETTm1,96,336,0.2994416356086731,0.34317857027053833,long_term_forecast_DLinear_ETTm1_H96_seed2022_DLinear_ETTm1_ftM_sl336_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_test_0
DLinear,ETTm1,96,336,0.299613356590271,0.34307214617729187,long_term_forecast_DLinear_ETTm1_H96_seed2023_DLinear_ETTm1_ftM_sl336_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_test_0
Informer,ETTm1,96,96,0.6328575611114502,0.5655583143234253,long_term_forecast_Informer_100epoch_Informer_ETTm1_ftM_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_baseline_100_0
PatchFusionBERT_BERTOnly,ETTm1,96,336,0.296683132648468,0.34855765104293823,long_term_forecast_BERTOnly_100epoch_PatchFusionBERT_BERTOnly_ETTm1_ftM_sl336_ll48_pl96_dm128_nh8_el3_dl1_df512_expand2_dc4_fc1_ebtimeF_dtTrue_Ablation_100_0
PatchFusionBERT_v0,ETTm1,96,336,0.30370619893074036,0.34789031744003296,long_term_forecast_PFB_v0_100epoch_PatchFusionBERT_v0_ETTm1_ftM_sl336_ll48_pl96_dm128_nh8_el3_dl1_df512_expand2_dc4_fc1_ebtimeF_dtTrue_PFB_100_0
PatchFusionBERT_v0,ETTm1,96,96,0.32602226734161377,0.36339643597602844,long_term_forecast_ETTm1_96_96_PatchFusionBERT_v0_ETTm1_ftM_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_Exp_0
PatchFusionBERT_v2,ETTm1,96,336,0.29843229055404663,0.3466307818889618,long_term_forecast_PFB_v2_100epoch_PatchFusionBERT_v2_ETTm1_ftM_sl336_ll48_pl96_dm128_nh8_el3_dl1_df512_expand2_dc4_fc1_ebtimeF_dtTrue_PFB_100_0
PatchFusionBERT_v2,ETTm1,96,96,0.33423805236816406,0.3689018487930298,long_term_forecast_ETTm1_96_96_PatchFusionBERT_v2_ETTm1_ftM_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_Exp_0
PatchTST,ETTm1,96,336,0.2981731593608856,0.3489706814289093,long_term_forecast_PatchTST_100epoch_PatchTST_ETTm1_ftM_sl336_ll48_pl96_dm128_nh8_el3_dl1_df512_expand2_dc4_fc1_ebtimeF_dtTrue_baseline_100_0
PatchTST,ETTm1,96,336,0.2904057800769806,0.3471839129924774,long_term_forecast_PatchTST_ETTm1_H96_seed2021_PatchTST_ETTm1_ftM_sl336_ll48_pl96_dm128_nh8_el3_dl1_df512_expand2_dc4_fc1_ebtimeF_dtTrue_test_0
PatchTST,ETTm1,96,336,0.29481181502342224,0.3483518064022064,long_term_forecast_PatchTST_ETTm1_H96_seed2022_PatchTST_ETTm1_ftM_sl336_ll48_pl96_dm128_nh8_el3_dl1_df512_expand2_dc4_fc1_ebtimeF_dtTrue_test_0
PatchTST,ETTm1,96,336,0.2965870499610901,0.34757161140441895,long_term_forecast_PatchTST_ETTm1_H96_seed2023_PatchTST_ETTm1_ftM_sl336_ll48_pl96_dm128_nh8_el3_dl1_df512_expand2_dc4_fc1_ebtimeF_dtTrue_test_0
TiDE,ETTm1,96,336,0.30686715245246887,0.3485134243965149,long_term_forecast_TiDE_100epoch_TiDE_ETTm1_ftM_sl336_ll48_pl96_dm128_nh8_el2_dl1_df512_expand2_dc4_fc1_ebtimeF_dtTrue_baseline_100_0
TimeXer,ETTm1,96,336,0.31599125266075134,0.3613562285900116,long_term_forecast_TimeXer_100epoch_TimeXer_ETTm1_ftM_sl336_ll48_pl96_dm128_nh8_el2_dl1_df512_expand2_dc4_fc1_ebtimeF_dtTrue_baseline_100_0
Transformer,ETTm1,96,96,0.6848092675209045,0.6035869121551514,long_term_forecast_Transformer_100epoch_Transformer_ETTm1_ftM_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_baseline_100_0
iTransformer,ETTm1,96,336,0.3099287152290344,0.36134767532348633,long_term_forecast_iTransformer_100epoch_iTransformer_ETTm1_ftM_sl336_ll48_pl96_dm128_nh8_el2_dl1_df512_expand2_dc4_fc1_ebtimeF_dtTrue_baseline_100_0
Autoformer,ETTm1,192,96,0.4096301794052124,0.4442274272441864,long_term_forecast_Autoformer_H192_ETTm1_192_Autoformer_ETTm1_ftM_sl96_ll96_pl192_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_baseline_100_0
DLinear,ETTm1,192,336,0.3344587981700897,0.36490657925605774,long_term_forecast_DLinear_H192_ETTm1_192_DLinear_ETTm1_ftM_sl336_ll96_pl192_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_baseline_100_0
DLinear,ETTm1,192,336,0.3344587981700897,0.36490657925605774,long_term_forecast_DLinear_MS2021_ETTm1_192_DLinear_ETTm1_ftM_sl336_ll96_pl192_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_multiseed_h192_0
DLinear,ETTm1,192,336,0.3342861533164978,0.36439988017082214,long_term_forecast_DLinear_MS2022_ETTm1_192_DLinear_ETTm1_ftM_sl336_ll96_pl192_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_multiseed_h192_0
DLinear,ETTm1,192,336,0.3339644968509674,0.36373966932296753,long_term_forecast_DLinear_MS2023_ETTm1_192_DLinear_ETTm1_ftM_sl336_ll96_pl192_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_multiseed_h192_0
Informer,ETTm1,192,96,0.7426708340644836,0.6354346871376038,long_term_forecast_Informer_H192_ETTm1_192_Informer_ETTm1_ftM_sl96_ll96_pl192_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_baseline_100_0
PatchFusionBERT_BERTOnly,ETTm1,192,336,0.33834800124168396,0.37151819467544556,long_term_forecast_BERTOnly_H192_ETTm1_192_PatchFusionBERT_BERTOnly_ETTm1_ftM_sl336_ll96_pl192_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_Ablation_100_0
PatchFusionBERT_v0,ETTm1,192,336,0.34262603521347046,0.37474527955055237,long_term_forecast_PFB_v0_H192_ETTm1_192_PatchFusionBERT_v0_ETTm1_ftM_sl336_ll96_pl192_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_PFB_100_0
PatchFusionBERT_v0,ETTm1,192,336,0.34262603521347046,0.37474527955055237,long_term_forecast_PFB_v0_MS2021_ETTm1_192_PatchFusionBERT_v0_ETTm1_ftM_sl336_ll96_pl192_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_multiseed_h192_0
PatchFusionBERT_v0,ETTm1,192,336,0.34127649664878845,0.3773002028465271,long_term_forecast_PFB_v0_MS2022_ETTm1_192_PatchFusionBERT_v0_ETTm1_ftM_sl336_ll96_pl192_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_multiseed_h192_0
PatchFusionBERT_v0,ETTm1,192,336,0.3382517993450165,0.3735998868942261,long_term_forecast_PFB_v0_MS2023_ETTm1_192_PatchFusionBERT_v0_ETTm1_ftM_sl336_ll96_pl192_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_multiseed_h192_0
PatchFusionBERT_v0,ETTm1,192,96,0.36847108602523804,0.38931402564048767,long_term_forecast_ETTm1_96_192_PatchFusionBERT_v0_ETTm1_ftM_sl96_ll48_pl192_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_Exp_0
PatchFusionBERT_v2,ETTm1,192,336,0.33255892992019653,0.36900731921195984,long_term_forecast_PFB_v2_H192_ETTm1_192_PatchFusionBERT_v2_ETTm1_ftM_sl336_ll96_pl192_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_PFB_100_0
PatchFusionBERT_v2,ETTm1,192,336,0.33255892992019653,0.36900731921195984,long_term_forecast_ETTm1_336_192_MS2021_PatchFusionBERT_v2_ETTm1_ftM_sl336_ll48_pl192_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_Exp_0
PatchFusionBERT_v2,ETTm1,192,336,0.3443734347820282,0.3776055872440338,long_term_forecast_ETTm1_336_192_MS2022_PatchFusionBERT_v2_ETTm1_ftM_sl336_ll48_pl192_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_Exp_0
PatchFusionBERT_v2,ETTm1,192,336,0.3504384756088257,0.3837050497531891,long_term_forecast_ETTm1_336_192_MS2023_PatchFusionBERT_v2_ETTm1_ftM_sl336_ll48_pl192_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_Exp_0
PatchTST,ETTm1,192,336,0.34289929270744324,0.37755632400512695,long_term_forecast_PatchTST_H192_ETTm1_192_PatchTST_ETTm1_ftM_sl336_ll96_pl192_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_baseline_100_0
PatchTST,ETTm1,192,336,0.34289929270744324,0.37755632400512695,long_term_forecast_PatchTST_MS2021_ETTm1_192_PatchTST_ETTm1_ftM_sl336_ll96_pl192_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_multiseed_h192_0
PatchTST,ETTm1,192,336,0.33457908034324646,0.3765772581100464,long_term_forecast_PatchTST_MS2022_ETTm1_192_PatchTST_ETTm1_ftM_sl336_ll96_pl192_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_multiseed_h192_0
PatchTST,ETTm1,192,336,0.33540835976600647,0.3741045296192169,long_term_forecast_PatchTST_MS2023_ETTm1_192_PatchTST_ETTm1_ftM_sl336_ll96_pl192_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_multiseed_h192_0
TiDE,ETTm1,192,336,0.3416088819503784,0.3690369427204132,long_term_forecast_TiDE_H192_ETTm1_192_TiDE_ETTm1_ftM_sl336_ll96_pl192_dm128_nh8_el2_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_baseline_100_0
TimeXer,ETTm1,192,336,0.3611519932746887,0.3861735165119171,long_term_forecast_TimeXer_H192_ETTm1_192_TimeXer_ETTm1_ftM_sl336_ll96_pl192_dm128_nh8_el2_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_baseline_100_0
Transformer,ETTm1,192,96,0.6340023875236511,0.5844880938529968,long_term_forecast_Transformer_H192_ETTm1_192_Transformer_ETTm1_ftM_sl96_ll96_pl192_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_baseline_100_0
iTransformer,ETTm1,192,336,0.3424321711063385,0.3800835907459259,long_term_forecast_iTransformer_H192_ETTm1_192_iTransformer_ETTm1_ftM_sl336_ll96_pl192_dm128_nh8_el2_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_baseline_100_0
DLinear,ETTm1,336,336,0.3694767355918884,0.38590207695961,long_term_forecast_DLinear_H336_ETTm1_192_DLinear_ETTm1_ftM_sl336_ll168_pl336_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_baseline_100_0
DLinear,ETTm1,336,336,0.36943957209587097,0.3858473598957062,long_term_forecast_DLinear_ETTm1_H336_seed2021_DLinear_ETTm1_ftM_sl336_ll48_pl336_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_test_0
DLinear,ETTm1,336,336,0.3719222843647003,0.38822871446609497,long_term_forecast_DLinear_ETTm1_H336_seed2022_DLinear_ETTm1_ftM_sl336_ll48_pl336_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_test_0
DLinear,ETTm1,336,336,0.3728924095630646,0.39107370376586914,long_term_forecast_DLinear_ETTm1_H336_seed2023_DLinear_ETTm1_ftM_sl336_ll48_pl336_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_test_0
Informer,ETTm1,336,336,1.2423101663589478,0.8966454863548279,long_term_forecast_ETTm1_336_336_Informer_ETTm1_ftM_sl336_ll48_pl336_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_Exp_0
PatchFusionBERT_BERTOnly,ETTm1,336,336,0.3914736807346344,0.4119325578212738,long_term_forecast_BERTOnly_H336_ETTm1_192_PatchFusionBERT_BERTOnly_ETTm1_ftM_sl336_ll168_pl336_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_Ablation_100_0
PatchFusionBERT_v0,ETTm1,336,336,0.38225868344306946,0.39914095401763916,long_term_forecast_PFB_v0_H336_ETTm1_192_PatchFusionBERT_v0_ETTm1_ftM_sl336_ll168_pl336_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_PFB_100_0
PatchFusionBERT_v0,ETTm1,336,96,0.41074687242507935,0.41719427704811096,long_term_forecast_ETTm1_96_336_PatchFusionBERT_v0_ETTm1_ftM_sl96_ll48_pl336_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_Exp_0
PatchFusionBERT_v2,ETTm1,336,336,0.36945074796676636,0.39610999822616577,long_term_forecast_PFB_v2_H336_ETTm1_192_PatchFusionBERT_v2_ETTm1_ftM_sl336_ll168_pl336_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_PFB_100_0
PatchTST,ETTm1,336,336,0.37405356764793396,0.3981127440929413,long_term_forecast_PatchTST_H336_ETTm1_192_PatchTST_ETTm1_ftM_sl336_ll168_pl336_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_baseline_100_0
PatchTST,ETTm1,336,336,0.3687138259410858,0.3946332037448883,long_term_forecast_PatchTST_ETTm1_H336_seed2021_PatchTST_ETTm1_ftM_sl336_ll48_pl336_dm128_nh8_el3_dl1_df512_expand2_dc4_fc1_ebtimeF_dtTrue_test_0
PatchTST,ETTm1,336,336,0.3670099973678589,0.39331427216529846,long_term_forecast_PatchTST_ETTm1_H336_seed2022_PatchTST_ETTm1_ftM_sl336_ll48_pl336_dm128_nh8_el3_dl1_df512_expand2_dc4_fc1_ebtimeF_dtTrue_test_0
PatchTST,ETTm1,336,336,0.3690343201160431,0.3943803906440735,long_term_forecast_PatchTST_ETTm1_H336_seed2023_PatchTST_ETTm1_ftM_sl336_ll48_pl336_dm128_nh8_el3_dl1_df512_expand2_dc4_fc1_ebtimeF_dtTrue_test_0
TiDE,ETTm1,336,336,0.3810834586620331,0.39289724826812744,long_term_forecast_TiDE_H336_ETTm1_192_TiDE_ETTm1_ftM_sl336_ll168_pl336_dm128_nh8_el2_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_baseline_100_0
TimeXer,ETTm1,336,336,0.38630211353302,0.4051761329174042,long_term_forecast_TimeXer_H336_ETTm1_192_TimeXer_ETTm1_ftM_sl336_ll168_pl336_dm128_nh8_el2_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_baseline_100_0
iTransformer,ETTm1,336,336,0.37863022089004517,0.4014627933502197,long_term_forecast_iTransformer_H336_ETTm1_192_iTransformer_ETTm1_ftM_sl336_ll168_pl336_dm128_nh8_el2_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_baseline_100_0
PatchFusionBERT_v0,ETTm1,720,96,0.45810359716415405,0.4469093084335327,long_term_forecast_ETTm1_96_720_PatchFusionBERT_v0_ETTm1_ftM_sl96_ll48_pl720_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_Exp_0
Autoformer,ETTm2,96,96,0.2294452041387558,0.3118225932121277,long_term_forecast_Autoformer_100epoch_Autoformer_ETTm2_ftM_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_baseline_100_0
DLinear,ETTm2,96,336,0.1684308797121048,0.26443082094192505,long_term_forecast_DLinear_100epoch_DLinear_ETTm2_ftM_sl336_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_baseline_100_0
DLinear,ETTm2,96,336,0.16939815878868103,0.26572561264038086,long_term_forecast_DLinear_ETTm2_H96_seed2021_DLinear_ETTm2_ftM_sl336_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_test_0
DLinear,ETTm2,96,336,0.1671711802482605,0.26204004883766174,long_term_forecast_DLinear_ETTm2_H96_seed2022_DLinear_ETTm2_ftM_sl336_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_test_0
DLinear,ETTm2,96,336,0.16858631372451782,0.2650424838066101,long_term_forecast_DLinear_ETTm2_H96_seed2023_DLinear_ETTm2_ftM_sl336_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_test_0
Informer,ETTm2,96,96,0.3709535002708435,0.4555438160896301,long_term_forecast_Informer_100epoch_Informer_ETTm2_ftM_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_baseline_100_0
PatchFusionBERT_BERTOnly,ETTm2,96,336,0.22069071233272552,0.2792532444000244,long_term_forecast_BERTOnly_100epoch_PatchFusionBERT_BERTOnly_ETTm2_ftM_sl336_ll48_pl96_dm128_nh8_el3_dl1_df512_expand2_dc4_fc1_ebtimeF_dtTrue_Ablation_100_0
PatchFusionBERT_v0,ETTm2,96,336,0.1679251790046692,0.25711220502853394,long_term_forecast_PFB_v0_100epoch_PatchFusionBERT_v0_ETTm2_ftM_sl336_ll48_pl96_dm128_nh8_el3_dl1_df512_expand2_dc4_fc1_ebtimeF_dtTrue_PFB_100_0
PatchFusionBERT_v2,ETTm2,96,336,0.1695358157157898,0.25669148564338684,long_term_forecast_PFB_v2_100epoch_PatchFusionBERT_v2_ETTm2_ftM_sl336_ll48_pl96_dm128_nh8_el3_dl1_df512_expand2_dc4_fc1_ebtimeF_dtTrue_PFB_100_0
PatchTST,ETTm2,96,336,0.17282205820083618,0.2640388607978821,long_term_forecast_PatchTST_100epoch_PatchTST_ETTm2_ftM_sl336_ll48_pl96_dm128_nh8_el3_dl1_df512_expand2_dc4_fc1_ebtimeF_dtTrue_baseline_100_0
PatchTST,ETTm2,96,336,0.1741941273212433,0.26267698407173157,long_term_forecast_PatchTST_ETTm2_H96_seed2021_PatchTST_ETTm2_ftM_sl336_ll48_pl96_dm128_nh8_el3_dl1_df512_expand2_dc4_fc1_ebtimeF_dtTrue_test_0
PatchTST,ETTm2,96,336,0.17748494446277618,0.26487404108047485,long_term_forecast_PatchTST_ETTm2_H96_seed2022_PatchTST_ETTm2_ftM_sl336_ll48_pl96_dm128_nh8_el3_dl1_df512_expand2_dc4_fc1_ebtimeF_dtTrue_test_0
PatchTST,ETTm2,96,336,0.17101028561592102,0.2602415680885315,long_term_forecast_PatchTST_ETTm2_H96_seed2023_PatchTST_ETTm2_ftM_sl336_ll48_pl96_dm128_nh8_el3_dl1_df512_expand2_dc4_fc1_ebtimeF_dtTrue_test_0
TiDE,ETTm2,96,336,0.16901163756847382,0.25952139496803284,long_term_forecast_TiDE_100epoch_TiDE_ETTm2_ftM_sl336_ll48_pl96_dm128_nh8_el2_dl1_df512_expand2_dc4_fc1_ebtimeF_dtTrue_baseline_100_0
TimeXer,ETTm2,96,336,0.17164158821105957,0.2562199532985687,long_term_forecast_TimeXer_100epoch_TimeXer_ETTm2_ftM_sl336_ll48_pl96_dm128_nh8_el2_dl1_df512_expand2_dc4_fc1_ebtimeF_dtTrue_baseline_100_0
Transformer,ETTm2,96,96,0.5292701721191406,0.5343879461288452,long_term_forecast_Transformer_100epoch_Transformer_ETTm2_ftM_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_baseline_100_0
iTransformer,ETTm2,96,336,0.1749095469713211,0.26603126525878906,long_term_forecast_iTransformer_100epoch_iTransformer_ETTm2_ftM_sl336_ll48_pl96_dm128_nh8_el2_dl1_df512_expand2_dc4_fc1_ebtimeF_dtTrue_baseline_100_0
Autoformer,ETTm2,192,96,0.2746172249317169,0.3339967727661133,long_term_forecast_Autoformer_H192_ETTm2_192_Autoformer_ETTm2_ftM_sl96_ll96_pl192_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_baseline_100_0
DLinear,ETTm2,192,336,0.23572883009910583,0.31527718901634216,long_term_forecast_DLinear_H192_ETTm2_192_DLinear_ETTm2_ftM_sl336_ll96_pl192_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_baseline_100_0
DLinear,ETTm2,192,336,0.23572883009910583,0.31527718901634216,long_term_forecast_DLinear_PREFLIGHT_ETTm2_192_DLinear_ETTm2_ftM_sl336_ll96_pl192_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_preflight_test_0
DLinear,ETTm2,192,336,0.23572883009910583,0.31527718901634216,long_term_forecast_DLinear_CALIBRATE_ETTm2_192_DLinear_ETTm2_ftM_sl336_ll96_pl192_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_calibration_dlinear_ettm2_0
