Dataset,Horizon,Model,Corruption,Missing_Rate,Block_Size,Checkpoint_Folder,Seq_Len,Label_Len,D_Model,E_Layers,Batch_Size,MSE,MAE,RMSE,MAPE,MSPE,Clean_MSE,Clean_MAE,MSE_DegradationPct,MAE_DegradationPct
Illness,24,PatchFusionBERT_v0,random,0.3,24,long_term_forecast_PFB_v0_MS2021_Illness_192_PatchFusionBERT_v0_custom_ftM_sl104_ll18_pl24_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_multiseed_h192_0,104,18,128,3,32,2.887315034866333,1.1620028018951416,1.6992101669311523,2.9470086097717285,499.8492431640625,1.960111379623413,0.8826153874397278,47.30362084939577,31.65449168814686
Illness,24,PatchFusionBERT_v2,random,0.3,24,long_term_forecast_Illness_104_24_MS2021_PatchFusionBERT_v2_custom_ftM_sl104_ll18_pl24_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_Exp_0,104,18,128,3,32,2.9037554264068604,1.173837423324585,1.7040408849716189,2.8627278804779053,449.05078125,2.0520384311676025,0.9311892986297609,41.505898832247205,26.057872985855752
Illness,48,DLinear,block,0.1,24,long_term_forecast_DLinearAlign_MS2021_Illness_48_DLinear_custom_ftM_sl104_ll18_pl48_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_illness_align_lr001_0,104,18,512,2,32,3.064319133758545,1.2336117029190063,1.750519633293152,2.7935774326324463,500.2888488769531,2.288309097290039,1.07637357711792,33.91194124025929,14.608136909315874
Illness,48,PatchTST,block,0.1,24,long_term_forecast_PatchTST_MS2021_Illness_48_PatchTST_custom_ftM_sl104_ll18_pl48_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_illness_horizons_0,104,18,128,3,32,2.8848319053649902,1.1317235231399536,1.6984792947769165,2.6533010005950928,468.4784851074219,1.9039270877838133,0.8919050097465515,51.5200830890514,26.888346939720652
Illness,48,PatchFusionBERT_v0,block,0.1,24,long_term_forecast_PFB_v0_MS2021_Illness_48_PatchFusionBERT_v0_custom_ftM_sl104_ll18_pl48_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_illness_horizons_0,104,18,128,3,32,2.772664785385132,1.114212155342102,1.6651320457458496,2.64001202583313,443.4427490234375,1.8854596614837649,0.8945566415786743,47.05511032801305,24.554679218052566
Illness,48,PatchFusionBERT_v2,block,0.1,24,long_term_forecast_Illness_104_48_MS2021_PatchFusionBERT_v2_custom_ftM_sl104_ll18_pl48_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_Exp_0,104,18,128,3,32,2.895401954650879,1.1419793367385864,1.7015880346298218,2.6210594177246094,395.5060424804688,2.000688076019287,0.9253119230270386,44.7203084456713,23.415608112208083
Illness,48,DLinear,block,0.2,24,long_term_forecast_DLinearAlign_MS2021_Illness_48_DLinear_custom_ftM_sl104_ll18_pl48_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_illness_align_lr001_0,104,18,512,2,32,3.064319133758545,1.2336117029190063,1.750519633293152,2.7935774326324463,500.2888488769531,2.288309097290039,1.07637357711792,33.91194124025929,14.608136909315874
Illness,48,PatchTST,block,0.2,24,long_term_forecast_PatchTST_MS2021_Illness_48_PatchTST_custom_ftM_sl104_ll18_pl48_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_illness_horizons_0,104,18,128,3,32,2.8848319053649902,1.1317235231399536,1.6984792947769165,2.6533010005950928,468.4784851074219,1.9039270877838133,0.8919050097465515,51.5200830890514,26.888346939720652
Illness,48,PatchFusionBERT_v0,block,0.2,24,long_term_forecast_PFB_v0_MS2021_Illness_48_PatchFusionBERT_v0_custom_ftM_sl104_ll18_pl48_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_illness_horizons_0,104,18,128,3,32,2.772664785385132,1.114212155342102,1.6651320457458496,2.64001202583313,443.4427490234375,1.8854596614837649,0.8945566415786743,47.05511032801305,24.554679218052566
Illness,48,PatchFusionBERT_v2,block,0.2,24,long_term_forecast_Illness_104_48_MS2021_PatchFusionBERT_v2_custom_ftM_sl104_ll18_pl48_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_Exp_0,104,18,128,3,32,2.895401954650879,1.1419793367385864,1.7015880346298218,2.6210594177246094,395.5060424804688,2.000688076019287,0.9253119230270386,44.7203084456713,23.415608112208083
Illness,48,DLinear,block,0.3,24,long_term_forecast_DLinearAlign_MS2021_Illness_48_DLinear_custom_ftM_sl104_ll18_pl48_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_illness_align_lr001_0,104,18,512,2,32,3.064319133758545,1.2336117029190063,1.750519633293152,2.7935774326324463,500.2888488769531,2.288309097290039,1.07637357711792,33.91194124025929,14.608136909315874
Illness,48,PatchTST,block,0.3,24,long_term_forecast_PatchTST_MS2021_Illness_48_PatchTST_custom_ftM_sl104_ll18_pl48_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_illness_horizons_0,104,18,128,3,32,2.8848319053649902,1.1317235231399536,1.6984792947769165,2.6533010005950928,468.4784851074219,1.9039270877838133,0.8919050097465515,51.5200830890514,26.888346939720652
Illness,48,PatchFusionBERT_v0,block,0.3,24,long_term_forecast_PFB_v0_MS2021_Illness_48_PatchFusionBERT_v0_custom_ftM_sl104_ll18_pl48_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_illness_horizons_0,104,18,128,3,32,2.772664785385132,1.114212155342102,1.6651320457458496,2.64001202583313,443.4427490234375,1.8854596614837649,0.8945566415786743,47.05511032801305,24.554679218052566
Illness,48,PatchFusionBERT_v2,block,0.3,24,long_term_forecast_Illness_104_48_MS2021_PatchFusionBERT_v2_custom_ftM_sl104_ll18_pl48_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_Exp_0,104,18,128,3,32,2.895401954650879,1.1419793367385864,1.7015880346298218,2.6210594177246094,395.5060424804688,2.000688076019287,0.9253119230270386,44.7203084456713,23.415608112208083
Illness,48,DLinear,random,0.1,24,long_term_forecast_DLinearAlign_MS2021_Illness_48_DLinear_custom_ftM_sl104_ll18_pl48_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_illness_align_lr001_0,104,18,512,2,32,2.6371006965637207,1.146507740020752,1.623915195465088,2.7346649169921875,453.9914855957031,2.288309097290039,1.07637357711792,15.242328918184295,6.515782660758182
Illness,48,PatchTST,random,0.1,24,long_term_forecast_PatchTST_MS2021_Illness_48_PatchTST_custom_ftM_sl104_ll18_pl48_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_illness_horizons_0,104,18,128,3,32,2.198129177093506,0.9837056398391724,1.4826089143753052,2.739582061767578,557.346923828125,1.9039270877838133,0.8919050097465515,15.45238214201502,10.29264653628388
Illness,48,PatchFusionBERT_v0,random,0.1,24,long_term_forecast_PFB_v0_MS2021_Illness_48_PatchFusionBERT_v0_custom_ftM_sl104_ll18_pl48_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_illness_horizons_0,104,18,128,3,32,2.181156873703003,0.9844818711280824,1.4768739938735962,2.628790616989136,433.0287780761719,1.8854596614837649,0.8945566415786743,15.683030417449439,10.052491409678874
