Dataset,Horizon,Model,Corruption,Missing_Rate,Block_Size,Checkpoint_Folder,Seq_Len,Label_Len,D_Model,E_Layers,Batch_Size,MSE,MAE,RMSE,MAPE,MSPE
Weather,192,PatchFusionBERT_v2,clean,0.0,24,long_term_forecast_PFB_v2_H192_Weather_192_PatchFusionBERT_v2_custom_ftM_sl336_ll96_pl192_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_PFB_100_0,336,96,128,3,32,0.19377729296684265,0.2393629103899002,0.44020143151283264,13.001530647277832,16917104.0
Weather,192,PatchFusionBERT_v2,block,0.1,24,long_term_forecast_PFB_v2_H192_Weather_192_PatchFusionBERT_v2_custom_ftM_sl336_ll96_pl192_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_PFB_100_0,336,96,128,3,32,0.19970080256462097,0.2502291202545166,0.44687896966934204,13.029431343078613,16887898.0
