Dataset,Horizon,Model,Checkpoint_Folder,Seq_Len,D_Model,E_Layers,Batch_Size,Corruption,Rate,MSE,MAE,RMSE,MAPE,MSPE
Weather,96,PatchTST,long_term_forecast_PatchTST_Weather_H96_seed2021_PatchTST_custom_ftM_sl336_ll48_pl96_dm128_nh8_el3_dl1_df512_expand2_dc4_fc1_ebtimeF_dtTrue_test_0,336,128,3,32,channel_dropout,0.1,0.19440749287605286,0.2393050640821457,0.44091665744781494,11.72133731842041,18093270.0
Weather,96,PatchTST,long_term_forecast_PatchTST_Weather_H96_seed2021_PatchTST_custom_ftM_sl336_ll48_pl96_dm128_nh8_el3_dl1_df512_expand2_dc4_fc1_ebtimeF_dtTrue_test_0,336,128,3,32,channel_dropout,0.2,0.24945728480815887,0.28018608689308167,0.4994570016860962,11.611926078796387,18092772.0
Weather,96,PatchTST,long_term_forecast_PatchTST_Weather_H96_seed2021_PatchTST_custom_ftM_sl336_ll48_pl96_dm128_nh8_el3_dl1_df512_expand2_dc4_fc1_ebtimeF_dtTrue_test_0,336,128,3,32,channel_dropout,0.3,0.2918075621128082,0.31461620330810547,0.5401921272277832,11.99484920501709,18277356.0
Weather,96,PFB-Direct,long_term_forecast_CapMatch_MS2021_Weather_96_PFB-Direct_custom_ftM_sl336_ll96_pl96_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_capmatch_0,336,128,3,32,clean,0.0,0.14977960288524628,0.1972322165966034,0.387013703584671,11.030282020568848,13251295.0
Weather,96,PFB-Direct,long_term_forecast_CapMatch_MS2021_Weather_96_PFB-Direct_custom_ftM_sl336_ll96_pl96_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_capmatch_0,336,128,3,32,gaussian,0.1,0.15097442269325256,0.19935296475887299,0.38855427503585815,11.176642417907715,13669688.0
Weather,96,PFB-Direct,long_term_forecast_CapMatch_MS2021_Weather_96_PFB-Direct_custom_ftM_sl336_ll96_pl96_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_capmatch_0,336,128,3,32,gaussian,0.3,0.1577470451593399,0.2096233069896698,0.39717382192611694,11.500692367553711,14504685.0
Weather,96,PFB-Direct,long_term_forecast_CapMatch_MS2021_Weather_96_PFB-Direct_custom_ftM_sl336_ll96_pl96_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_capmatch_0,336,128,3,32,gaussian,0.5,0.16576799750328064,0.2200329452753067,0.407146155834198,11.785210609436035,15078089.0
Weather,96,PFB-Direct,long_term_forecast_CapMatch_MS2021_Weather_96_PFB-Direct_custom_ftM_sl336_ll96_pl96_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_capmatch_0,336,128,3,32,channel_dropout,0.1,0.19212548434734344,0.2353224903345108,0.43832120299339294,10.13785171508789,12586797.0
Weather,96,PFB-Direct,long_term_forecast_CapMatch_MS2021_Weather_96_PFB-Direct_custom_ftM_sl336_ll96_pl96_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_capmatch_0,336,128,3,32,channel_dropout,0.2,0.24729333817958832,0.27666449546813965,0.49728596210479736,10.037507057189941,12586386.0
Weather,96,PFB-Direct,long_term_forecast_CapMatch_MS2021_Weather_96_PFB-Direct_custom_ftM_sl336_ll96_pl96_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_capmatch_0,336,128,3,32,channel_dropout,0.3,0.2899085283279419,0.311521977186203,0.5384315252304077,10.820953369140625,13250637.0
Weather,96,PFB-Projected,long_term_forecast_CapMatch_MS2021_Weather_96_PFB-Projected_custom_ftM_sl336_ll96_pl96_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_capmatch_0,336,128,3,32,clean,0.0,0.14963778853416443,0.19795450568199158,0.3868304491043091,11.811930656433105,15890748.0
Weather,96,PFB-Projected,long_term_forecast_CapMatch_MS2021_Weather_96_PFB-Projected_custom_ftM_sl336_ll96_pl96_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_capmatch_0,336,128,3,32,gaussian,0.1,0.15049681067466736,0.19934827089309692,0.3879391849040985,11.882166862487793,16118987.0
Weather,96,PFB-Projected,long_term_forecast_CapMatch_MS2021_Weather_96_PFB-Projected_custom_ftM_sl336_ll96_pl96_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_capmatch_0,336,128,3,32,gaussian,0.3,0.15608195960521698,0.20724675059318542,0.3950721025466919,11.933197975158691,16167924.0
Weather,96,PFB-Projected,long_term_forecast_CapMatch_MS2021_Weather_96_PFB-Projected_custom_ftM_sl336_ll96_pl96_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_capmatch_0,336,128,3,32,gaussian,0.5,0.1646842211484909,0.21771514415740967,0.4058130383491516,12.058233261108398,16033816.0
Weather,96,PFB-Projected,long_term_forecast_CapMatch_MS2021_Weather_96_PFB-Projected_custom_ftM_sl336_ll96_pl96_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_capmatch_0,336,128,3,32,channel_dropout,0.1,0.19169479608535767,0.23575559258460999,0.4378296434879303,10.994828224182129,15342029.0
Weather,96,PFB-Projected,long_term_forecast_CapMatch_MS2021_Weather_96_PFB-Projected_custom_ftM_sl336_ll96_pl96_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_capmatch_0,336,128,3,32,channel_dropout,0.2,0.24716761708259583,0.2771977484226227,0.49715954065322876,10.89549732208252,15341576.0
Weather,96,PFB-Projected,long_term_forecast_CapMatch_MS2021_Weather_96_PFB-Projected_custom_ftM_sl336_ll96_pl96_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_capmatch_0,336,128,3,32,channel_dropout,0.3,0.2896561026573181,0.3118402063846588,0.5381971001625061,11.590947151184082,15889979.0
Weather,192,DLinear,long_term_forecast_DLinear_MS2021_Weather_192_DLinear_custom_ftM_sl336_ll96_pl192_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_multiseed_h192_0,336,512,2,32,clean,0.0,0.21812552213668823,0.2787924110889435,0.4670391082763672,10.436811447143555,10626357.0
Weather,192,DLinear,long_term_forecast_DLinear_MS2021_Weather_192_DLinear_custom_ftM_sl336_ll96_pl192_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_multiseed_h192_0,336,512,2,32,gaussian,0.1,0.2181546986103058,0.2788521945476532,0.4670703411102295,10.44228744506836,10641102.0
Weather,192,DLinear,long_term_forecast_DLinear_MS2021_Weather_192_DLinear_custom_ftM_sl336_ll96_pl192_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_multiseed_h192_0,336,512,2,32,gaussian,0.3,0.21852293610572815,0.2793615162372589,0.4674643576145172,10.470914840698242,10692418.0
Weather,192,DLinear,long_term_forecast_DLinear_MS2021_Weather_192_DLinear_custom_ftM_sl336_ll96_pl192_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_multiseed_h192_0,336,512,2,32,gaussian,0.5,0.21930278837680817,0.2803230881690979,0.4682977497577667,10.530056953430176,10772815.0
Weather,192,DLinear,long_term_forecast_DLinear_MS2021_Weather_192_DLinear_custom_ftM_sl336_ll96_pl192_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_multiseed_h192_0,336,512,2,32,channel_dropout,0.1,0.25471916794776917,0.30909737944602966,0.5046970844268799,10.145830154418945,10498355.0
Weather,192,DLinear,long_term_forecast_DLinear_MS2021_Weather_192_DLinear_custom_ftM_sl336_ll96_pl192_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_multiseed_h192_0,336,512,2,32,channel_dropout,0.2,0.30050575733184814,0.34145525097846985,0.5481840372085571,10.036515235900879,10497988.0
Weather,192,DLinear,long_term_forecast_DLinear_MS2021_Weather_192_DLinear_custom_ftM_sl336_ll96_pl192_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_multiseed_h192_0,336,512,2,32,channel_dropout,0.3,0.3379078805446625,0.3704730272293091,0.5812984704971313,9.494185447692871,9951160.0
Weather,192,PatchTST,long_term_forecast_PatchTST_MS2021_Weather_192_PatchTST_custom_ftM_sl336_ll96_pl192_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_multiseed_h192_0,336,128,3,32,clean,0.0,0.19619545340538025,0.24292491376399994,0.44293954968452454,14.575292587280273,21266860.0
Weather,192,PatchTST,long_term_forecast_PatchTST_MS2021_Weather_192_PatchTST_custom_ftM_sl336_ll96_pl192_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_multiseed_h192_0,336,128,3,32,gaussian,0.1,0.19688445329666138,0.24380511045455933,0.4437166452407837,14.561579704284668,21245884.0
Weather,192,PatchTST,long_term_forecast_PatchTST_MS2021_Weather_192_PatchTST_custom_ftM_sl336_ll96_pl192_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_multiseed_h192_0,336,128,3,32,gaussian,0.3,0.2026689052581787,0.2521550953388214,0.450187623500824,14.182849884033203,20010014.0
Weather,192,PatchTST,long_term_forecast_PatchTST_MS2021_Weather_192_PatchTST_custom_ftM_sl336_ll96_pl192_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_multiseed_h192_0,336,128,3,32,gaussian,0.5,0.21133331954479218,0.26284947991371155,0.459710031747818,13.575247764587402,18142252.0
Weather,192,PatchTST,long_term_forecast_PatchTST_MS2021_Weather_192_PatchTST_custom_ftM_sl336_ll96_pl192_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_multiseed_h192_0,336,128,3,32,channel_dropout,0.1,0.23440979421138763,0.2767610251903534,0.48415884375572205,14.285965919494629,21154642.0
Weather,192,PatchTST,long_term_forecast_PatchTST_MS2021_Weather_192_PatchTST_custom_ftM_sl336_ll96_pl192_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_multiseed_h192_0,336,128,3,32,channel_dropout,0.2,0.2818542420864105,0.3117646276950836,0.5308994650840759,14.133149147033691,21153940.0
Weather,192,PatchTST,long_term_forecast_PatchTST_MS2021_Weather_192_PatchTST_custom_ftM_sl336_ll96_pl192_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_multiseed_h192_0,336,128,3,32,channel_dropout,0.3,0.3222144842147827,0.34436458349227905,0.5676394104957581,12.931862831115723,18837830.0
Weather,192,PFB-Direct,long_term_forecast_PFB-Direct_MS2021_Weather_192_PFB-Direct_custom_ftM_sl336_ll96_pl192_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_multiseed_h192_0,336,128,3,32,clean,0.0,0.19359125196933746,0.2387375384569168,0.4399900734424591,13.680723190307617,19381116.0
Weather,192,PFB-Direct,long_term_forecast_PFB-Direct_MS2021_Weather_192_PFB-Direct_custom_ftM_sl336_ll96_pl192_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_multiseed_h192_0,336,128,3,32,gaussian,0.1,0.1943630874156952,0.23980304598808289,0.44086629152297974,13.636051177978516,19431760.0
Weather,192,PFB-Direct,long_term_forecast_PFB-Direct_MS2021_Weather_192_PFB-Direct_custom_ftM_sl336_ll96_pl192_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_multiseed_h192_0,336,128,3,32,gaussian,0.3,0.19904237985610962,0.2454257756471634,0.44614166021347046,13.29890251159668,18589432.0
Weather,192,PFB-Direct,long_term_forecast_PFB-Direct_MS2021_Weather_192_PFB-Direct_custom_ftM_sl336_ll96_pl192_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_multiseed_h192_0,336,128,3,32,gaussian,0.5,0.20556196570396423,0.25227025151252747,0.45338940620422363,13.00146484375,17699314.0
Weather,192,PFB-Direct,long_term_forecast_PFB-Direct_MS2021_Weather_192_PFB-Direct_custom_ftM_sl336_ll96_pl192_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_multiseed_h192_0,336,128,3,32,channel_dropout,0.1,0.23185376822948456,0.27288269996643066,0.4815119504928589,13.303084373474121,19183924.0
Weather,192,PFB-Direct,long_term_forecast_PFB-Direct_MS2021_Weather_192_PFB-Direct_custom_ftM_sl336_ll96_pl192_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_multiseed_h192_0,336,128,3,32,channel_dropout,0.2,0.2798251211643219,0.3084374666213989,0.5289849638938904,13.158679962158203,19183306.0
Weather,192,PFB-Direct,long_term_forecast_PFB-Direct_MS2021_Weather_192_PFB-Direct_custom_ftM_sl336_ll96_pl192_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_multiseed_h192_0,336,128,3,32,channel_dropout,0.3,0.32028138637542725,0.3411654531955719,0.5659340620040894,12.377997398376465,18008228.0
Weather,192,PFB-Projected,long_term_forecast_PFB-Projected_H192_Weather_192_PFB-Projected_custom_ftM_sl336_ll96_pl192_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_PFB_100_0,336,128,3,32,clean,0.0,0.19377729296684265,0.2393629103899002,0.44020143151283264,13.001530647277832,16917104.0
Weather,192,PFB-Projected,long_term_forecast_PFB-Projected_H192_Weather_192_PFB-Projected_custom_ftM_sl336_ll96_pl192_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_PFB_100_0,336,128,3,32,gaussian,0.1,0.194435715675354,0.24033834040164948,0.4409486651420593,12.971105575561523,16962664.0
Weather,192,PFB-Projected,long_term_forecast_PFB-Projected_H192_Weather_192_PFB-Projected_custom_ftM_sl336_ll96_pl192_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_PFB_100_0,336,128,3,32,gaussian,0.3,0.1986306607723236,0.24587343633174896,0.44567999243736267,12.83315372467041,16957788.0
Weather,192,PFB-Projected,long_term_forecast_PFB-Projected_H192_Weather_192_PFB-Projected_custom_ftM_sl336_ll96_pl192_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_PFB_100_0,336,128,3,32,gaussian,0.5,0.20472614467144012,0.2528097331523895,0.4524667263031006,12.678235054016113,16913034.0
Weather,192,PFB-Projected,long_term_forecast_PFB-Projected_H192_Weather_192_PFB-Projected_custom_ftM_sl336_ll96_pl192_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_PFB_100_0,336,128,3,32,channel_dropout,0.1,0.23184826970100403,0.2733910381793976,0.48150625824928284,12.409553527832031,16451711.0
Weather,192,PFB-Projected,long_term_forecast_PFB-Projected_H192_Weather_192_PFB-Projected_custom_ftM_sl336_ll96_pl192_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_PFB_100_0,336,128,3,32,channel_dropout,0.2,0.2802211344242096,0.3090473711490631,0.5293591618537903,12.265192985534668,16451119.0
Weather,192,PFB-Projected,long_term_forecast_PFB-Projected_H192_Weather_192_PFB-Projected_custom_ftM_sl336_ll96_pl192_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_PFB_100_0,336,128,3,32,channel_dropout,0.3,0.3205210864543915,0.3418220281600952,0.5661458373069763,11.949601173400879,16137159.0
