Dataset,Horizon,Model,Corruption,Missing_Rate,Block_Size,Checkpoint_Folder,Seq_Len,Label_Len,D_Model,E_Layers,Batch_Size,MSE,MAE,RMSE,MAPE,MSPE,Clean_MSE,Clean_MAE,MSE_DegradationPct,MAE_DegradationPct
ETTm2,192,PatchTST,random,0.1,24,long_term_forecast_PatchTST_MS2021_ETTm2_192_PatchTST_ETTm2_ftM_sl336_ll96_pl192_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_multiseed_h192_0,336,96,128,3,32,0.2911285758018493,0.3585469424724579,0.5395632982254028,1.1423135995864868,192.40936279296875,0.2281993776559829,0.3018465936183929,27.57641094040756,18.78449187528283
ETTm2,192,PFB-Direct,random,0.1,24,long_term_forecast_PFB-Direct_MS2021_ETTm2_192_PFB-Direct_ETTm2_ftM_sl336_ll96_pl192_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_multiseed_h192_0,336,96,128,3,32,0.2717665433883667,0.3421742618083954,0.5213123559951782,1.1090842485427856,174.1876983642578,0.2346943616867065,0.2997196018695831,15.795940488399065,14.164792584131883
ETTm2,192,PFB-Projected,random,0.1,24,long_term_forecast_PFB-Projected_H192_ETTm2_192_PFB-Projected_ETTm2_ftM_sl336_ll96_pl192_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_PFB_100_0,336,96,128,3,32,0.2932091951370239,0.3524777591228485,0.5414879322052002,1.1617181301116943,191.2548370361328,0.2346964925527572,0.3001315593719482,24.93122157380077,17.44108478976332
ETTm2,192,DLinear,random,0.2,24,long_term_forecast_DLinear_MS2021_ETTm2_192_DLinear_ETTm2_ftM_sl336_ll96_pl192_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_multiseed_h192_0,336,96,512,2,32,0.4397171437740326,0.4657628834247589,0.663111686706543,1.0388301610946655,140.0867919921875,0.2357288300991058,0.3152771890163421,86.53515719276484,47.73123449810272
ETTm2,192,PatchTST,random,0.2,24,long_term_forecast_PatchTST_MS2021_ETTm2_192_PatchTST_ETTm2_ftM_sl336_ll96_pl192_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_multiseed_h192_0,336,96,128,3,32,0.3951290249824524,0.4255884289741516,0.6285929083824158,1.0945852994918823,155.4893798828125,0.2281993776559829,0.3018465936183929,73.15078991061964,40.99494179225303
ETTm2,192,PFB-Direct,random,0.2,24,long_term_forecast_PFB-Direct_MS2021_ETTm2_192_PFB-Direct_ETTm2_ftM_sl336_ll96_pl192_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_multiseed_h192_0,336,96,128,3,32,0.3518778681755066,0.4071656465530395,0.5931929349899292,1.0635507106781006,142.00875854492188,0.2346943616867065,0.2997196018695831,49.930260636268876,35.848854733968786
ETTm2,192,PFB-Projected,random,0.2,24,long_term_forecast_PFB-Projected_H192_ETTm2_192_PFB-Projected_ETTm2_ftM_sl336_ll96_pl192_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_PFB_100_0,336,96,128,3,32,0.3761647641658783,0.4164382219314575,0.6133227348327637,1.1243937015533447,159.0797119140625,0.2346964925527572,0.3001315593719482,60.27711367749586,38.751893603888675
ETTm2,192,DLinear,random,0.3,24,long_term_forecast_DLinear_MS2021_ETTm2_192_DLinear_ETTm2_ftM_sl336_ll96_pl192_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_multiseed_h192_0,336,96,512,2,32,0.6132957339286804,0.561113178730011,0.783132016658783,1.0105643272399902,110.57190704345705,0.2357288300991058,0.3152771890163421,160.17001555169844,77.97455644687513
ETTm2,192,PatchTST,random,0.3,24,long_term_forecast_PatchTST_MS2021_ETTm2_192_PatchTST_ETTm2_ftM_sl336_ll96_pl192_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_multiseed_h192_0,336,96,128,3,32,0.5479792356491089,0.5080261826515198,0.7402561902999878,1.0632209777832031,126.51927185058594,0.2281993776559829,0.3018465936183929,140.13178356481032,68.30608441246409
ETTm2,192,PFB-Direct,random,0.3,24,long_term_forecast_PFB-Direct_MS2021_ETTm2_192_PFB-Direct_ETTm2_ftM_sl336_ll96_pl192_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_multiseed_h192_0,336,96,128,3,32,0.482770711183548,0.4918746054172516,0.6948170065879822,1.0298829078674316,113.6446762084961,0.2346943616867065,0.2997196018695831,105.70187869617362,64.11159041619202
