Dataset,Horizon,Model,Corruption,Missing_Rate,Block_Size,Checkpoint_Folder,Seq_Len,Label_Len,D_Model,E_Layers,Batch_Size,MSE,MAE,RMSE,MAPE,MSPE
Weather,96,PatchTST,block,0.2,24,long_term_forecast_PatchTST_Weather_H96_seed2021_PatchTST_custom_ftM_sl336_ll48_pl96_dm128_nh8_el3_dl1_df512_expand2_dc4_fc1_ebtimeF_dtTrue_test_0,336,48,128,3,32,0.16373184323310852,0.22248996794223785,0.4046379029750824,11.77609634399414,16156767.0
Weather,96,PatchTST,block,0.3,24,long_term_forecast_PatchTST_Weather_H96_seed2021_PatchTST_custom_ftM_sl336_ll48_pl96_dm128_nh8_el3_dl1_df512_expand2_dc4_fc1_ebtimeF_dtTrue_test_0,336,48,128,3,32,0.1753808706998825,0.23980361223220825,0.4187850058078766,11.011988639831543,13445720.0
Weather,96,PFB-Direct,clean,0.0,24,long_term_forecast_CapMatch_MS2021_Weather_96_PFB-Direct_custom_ftM_sl336_ll96_pl96_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_capmatch_0,336,96,128,3,32,0.14977960288524628,0.1972322165966034,0.387013703584671,11.030282020568848,13251295.0
Weather,96,PFB-Direct,random,0.1,24,long_term_forecast_CapMatch_MS2021_Weather_96_PFB-Direct_custom_ftM_sl336_ll96_pl96_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_capmatch_0,336,96,128,3,32,0.1661248356103897,0.22798001766204834,0.40758413076400757,11.250689506530762,13999045.0
Weather,96,PFB-Direct,random,0.2,24,long_term_forecast_CapMatch_MS2021_Weather_96_PFB-Direct_custom_ftM_sl336_ll96_pl96_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_capmatch_0,336,96,128,3,32,0.18451397120952606,0.2596732974052429,0.4295508861541748,11.07625961303711,12678021.0
Weather,96,PFB-Direct,random,0.3,24,long_term_forecast_CapMatch_MS2021_Weather_96_PFB-Direct_custom_ftM_sl336_ll96_pl96_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_capmatch_0,336,96,128,3,32,0.21147480607032776,0.2967056334018707,0.45986390113830566,10.070096015930176,9986726.0
Weather,96,PFB-Direct,block,0.1,24,long_term_forecast_CapMatch_MS2021_Weather_96_PFB-Direct_custom_ftM_sl336_ll96_pl96_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_capmatch_0,336,96,128,3,32,0.15755826234817505,0.2117999941110611,0.3969360888004303,11.531088829040527,14456644.0
Weather,96,PFB-Direct,block,0.2,24,long_term_forecast_CapMatch_MS2021_Weather_96_PFB-Direct_custom_ftM_sl336_ll96_pl96_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_capmatch_0,336,96,128,3,32,0.1627827137708664,0.22067195177078247,0.4034633934497833,11.749327659606934,14870562.0
Weather,96,PFB-Direct,block,0.3,24,long_term_forecast_CapMatch_MS2021_Weather_96_PFB-Direct_custom_ftM_sl336_ll96_pl96_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_capmatch_0,336,96,128,3,32,0.1738363355398178,0.23691146075725555,0.41693684458732605,11.130406379699707,12944059.0
Weather,96,PFB-Projected,clean,0.0,24,long_term_forecast_CapMatch_MS2021_Weather_96_PFB-Projected_custom_ftM_sl336_ll96_pl96_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_capmatch_0,336,96,128,3,32,0.14963778853416443,0.19795450568199158,0.3868304491043091,11.811930656433105,15890748.0
Weather,96,PFB-Projected,random,0.1,24,long_term_forecast_CapMatch_MS2021_Weather_96_PFB-Projected_custom_ftM_sl336_ll96_pl96_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_capmatch_0,336,96,128,3,32,0.16649827361106873,0.22960790991783142,0.4080420136451721,11.821008682250977,15557116.0
Weather,96,PFB-Projected,random,0.2,24,long_term_forecast_CapMatch_MS2021_Weather_96_PFB-Projected_custom_ftM_sl336_ll96_pl96_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_capmatch_0,336,96,128,3,32,0.1864299327135086,0.26131200790405273,0.4317753314971924,11.289631843566895,13115868.0
Weather,96,PFB-Projected,random,0.3,24,long_term_forecast_CapMatch_MS2021_Weather_96_PFB-Projected_custom_ftM_sl336_ll96_pl96_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_capmatch_0,336,96,128,3,32,0.2141954004764557,0.2975989878177643,0.46281248331069946,9.892643928527832,9775885.0
Weather,96,PFB-Projected,block,0.1,24,long_term_forecast_CapMatch_MS2021_Weather_96_PFB-Projected_custom_ftM_sl336_ll96_pl96_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_capmatch_0,336,96,128,3,32,0.15789709985256195,0.2130771428346634,0.39736267924308777,11.970406532287598,16076835.0
Weather,96,PFB-Projected,block,0.2,24,long_term_forecast_CapMatch_MS2021_Weather_96_PFB-Projected_custom_ftM_sl336_ll96_pl96_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_capmatch_0,336,96,128,3,32,0.162798210978508,0.22150498628616333,0.4034826159477234,11.874433517456055,15468174.0
Weather,96,PFB-Projected,block,0.3,24,long_term_forecast_CapMatch_MS2021_Weather_96_PFB-Projected_custom_ftM_sl336_ll96_pl96_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_capmatch_0,336,96,128,3,32,0.17545269429683685,0.24069394171237946,0.418870747089386,11.053269386291504,13206146.0
Weather,192,DLinear,clean,0.0,24,long_term_forecast_DLinear_MS2021_Weather_192_DLinear_custom_ftM_sl336_ll96_pl192_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_multiseed_h192_0,336,96,512,2,32,0.21812552213668823,0.2787924110889435,0.4670391082763672,10.436811447143555,10626357.0
Weather,192,DLinear,random,0.1,24,long_term_forecast_DLinear_MS2021_Weather_192_DLinear_custom_ftM_sl336_ll96_pl192_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_multiseed_h192_0,336,96,512,2,32,0.2306363731622696,0.3012586534023285,0.4802461564540863,9.525042533874512,8842110.0
Weather,192,DLinear,random,0.2,24,long_term_forecast_DLinear_MS2021_Weather_192_DLinear_custom_ftM_sl336_ll96_pl192_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_multiseed_h192_0,336,96,512,2,32,0.24965626001358032,0.32791388034820557,0.49965614080429077,8.620003700256348,7130284.5
Weather,192,DLinear,random,0.3,24,long_term_forecast_DLinear_MS2021_Weather_192_DLinear_custom_ftM_sl336_ll96_pl192_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_multiseed_h192_0,336,96,512,2,32,0.27519407868385315,0.3577120304107666,0.5245894193649292,7.677485942840576,5565063.5
Weather,192,DLinear,block,0.1,24,long_term_forecast_DLinear_MS2021_Weather_192_DLinear_custom_ftM_sl336_ll96_pl192_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_multiseed_h192_0,336,96,512,2,32,0.22780205309391022,0.29224902391433716,0.47728613018989563,10.17946720123291,10303000.0
Weather,192,DLinear,block,0.2,24,long_term_forecast_DLinear_MS2021_Weather_192_DLinear_custom_ftM_sl336_ll96_pl192_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_multiseed_h192_0,336,96,512,2,32,0.23741218447685242,0.30457767844200134,0.48724961280822754,9.82947826385498,9734359.0
Weather,192,DLinear,block,0.3,24,long_term_forecast_DLinear_MS2021_Weather_192_DLinear_custom_ftM_sl336_ll96_pl192_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_multiseed_h192_0,336,96,512,2,32,0.2560136318206787,0.3265620172023773,0.5059778690338135,9.135902404785156,8436880.0
Weather,192,PatchTST,clean,0.0,24,long_term_forecast_PatchTST_MS2021_Weather_192_PatchTST_custom_ftM_sl336_ll96_pl192_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_multiseed_h192_0,336,96,128,3,32,0.19619545340538025,0.24292491376399994,0.44293954968452454,14.575292587280273,21266860.0
Weather,192,PatchTST,random,0.1,24,long_term_forecast_PatchTST_MS2021_Weather_192_PatchTST_custom_ftM_sl336_ll96_pl192_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_multiseed_h192_0,336,96,128,3,32,0.20725750923156738,0.26720812916755676,0.4552554190158844,14.393120765686035,19774606.0
Weather,192,PatchTST,random,0.2,24,long_term_forecast_PatchTST_MS2021_Weather_192_PatchTST_custom_ftM_sl336_ll96_pl192_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_multiseed_h192_0,336,96,128,3,32,0.222026988863945,0.2930637001991272,0.4711973965167999,13.311528205871582,16503811.0
Weather,192,PatchTST,random,0.3,24,long_term_forecast_PatchTST_MS2021_Weather_192_PatchTST_custom_ftM_sl336_ll96_pl192_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_multiseed_h192_0,336,96,128,3,32,0.24409089982509613,0.32293879985809326,0.4940555691719055,11.628935813903809,12374885.0
Weather,192,PatchTST,block,0.1,24,long_term_forecast_PatchTST_MS2021_Weather_192_PatchTST_custom_ftM_sl336_ll96_pl192_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_multiseed_h192_0,336,96,128,3,32,0.20406955480575562,0.25582146644592285,0.4517405927181244,14.895366668701172,21737882.0
Weather,192,PatchTST,block,0.2,24,long_term_forecast_PatchTST_MS2021_Weather_192_PatchTST_custom_ftM_sl336_ll96_pl192_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_multiseed_h192_0,336,96,128,3,32,0.20818930864334106,0.26245737075805664,0.45627766847610474,14.337807655334473,20010868.0
Weather,192,PatchTST,block,0.3,24,long_term_forecast_PatchTST_MS2021_Weather_192_PatchTST_custom_ftM_sl336_ll96_pl192_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_multiseed_h192_0,336,96,128,3,32,0.2144305557012558,0.2721761465072632,0.4630664587020874,13.116384506225586,16389246.0
Weather,192,PFB-Direct,clean,0.0,24,long_term_forecast_PFB-Direct_MS2021_Weather_192_PFB-Direct_custom_ftM_sl336_ll96_pl192_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_multiseed_h192_0,336,96,128,3,32,0.19359125196933746,0.2387375384569168,0.4399900734424591,13.680723190307617,19381116.0
Weather,192,PFB-Direct,random,0.1,24,long_term_forecast_PFB-Direct_MS2021_Weather_192_PFB-Direct_custom_ftM_sl336_ll96_pl192_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_multiseed_h192_0,336,96,128,3,32,0.20260107517242432,0.25626689195632935,0.4501122832298279,13.326404571533203,18322968.0
Weather,192,PFB-Direct,random,0.2,24,long_term_forecast_PFB-Direct_MS2021_Weather_192_PFB-Direct_custom_ftM_sl336_ll96_pl192_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_multiseed_h192_0,336,96,128,3,32,0.2152433544397354,0.2795943319797516,0.4639432728290558,12.06948471069336,14665237.0
Weather,192,PFB-Direct,random,0.3,24,long_term_forecast_PFB-Direct_MS2021_Weather_192_PFB-Direct_custom_ftM_sl336_ll96_pl192_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_multiseed_h192_0,336,96,128,3,32,0.2363714724779129,0.3096458613872528,0.48618048429489136,10.435643196105957,10848476.0
Weather,192,PFB-Direct,block,0.1,24,long_term_forecast_PFB-Direct_MS2021_Weather_192_PFB-Direct_custom_ftM_sl336_ll96_pl192_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_multiseed_h192_0,336,96,128,3,32,0.20199613273143768,0.2514706254005432,0.44943979382514954,14.15786361694336,20162274.0
Weather,192,PFB-Direct,block,0.2,24,long_term_forecast_PFB-Direct_MS2021_Weather_192_PFB-Direct_custom_ftM_sl336_ll96_pl192_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_multiseed_h192_0,336,96,128,3,32,0.20582595467567444,0.25729507207870483,0.45368045568466187,13.601082801818848,18259534.0
Weather,192,PFB-Direct,block,0.3,24,long_term_forecast_PFB-Direct_MS2021_Weather_192_PFB-Direct_custom_ftM_sl336_ll96_pl192_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_multiseed_h192_0,336,96,128,3,32,0.215687096118927,0.27071937918663025,0.46442124247550964,12.476912498474121,14862713.0
Weather,192,PFB-Projected,clean,0.0,24,long_term_forecast_PFB-Projected_H192_Weather_192_PFB-Projected_custom_ftM_sl336_ll96_pl192_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_PFB_100_0,336,96,128,3,32,0.19377729296684265,0.2393629103899002,0.44020143151283264,13.001530647277832,16917104.0
Weather,192,PFB-Projected,random,0.1,24,long_term_forecast_PFB-Projected_H192_Weather_192_PFB-Projected_custom_ftM_sl336_ll96_pl192_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_PFB_100_0,336,96,128,3,32,0.20119357109069824,0.25651001930236816,0.44854605197906494,12.375718116760254,15917708.0
Weather,192,PFB-Projected,random,0.2,24,long_term_forecast_PFB-Projected_H192_Weather_192_PFB-Projected_custom_ftM_sl336_ll96_pl192_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_PFB_100_0,336,96,128,3,32,0.21477846801280975,0.28149986267089844,0.46344196796417236,11.223849296569824,13155455.0
Weather,192,PFB-Projected,random,0.3,24,long_term_forecast_PFB-Projected_H192_Weather_192_PFB-Projected_custom_ftM_sl336_ll96_pl192_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_PFB_100_0,336,96,128,3,32,0.237751305103302,0.3134506344795227,0.4875974953174591,9.909934997558594,10219658.0
Weather,192,PFB-Projected,block,0.1,24,long_term_forecast_PFB-Projected_H192_Weather_192_PFB-Projected_custom_ftM_sl336_ll96_pl192_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_PFB_100_0,336,96,128,3,32,0.19970080256462097,0.2502291202545166,0.44687896966934204,13.029431343078613,16887898.0
Weather,192,PFB-Projected,block,0.2,24,long_term_forecast_PFB-Projected_H192_Weather_192_PFB-Projected_custom_ftM_sl336_ll96_pl192_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_PFB_100_0,336,96,128,3,32,0.20342537760734558,0.2567334771156311,0.4510270357131958,12.573241233825684,15584251.0
Weather,192,PFB-Projected,block,0.3,24,long_term_forecast_PFB-Projected_H192_Weather_192_PFB-Projected_custom_ftM_sl336_ll96_pl192_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_PFB_100_0,336,96,128,3,32,0.21368549764156342,0.2731996774673462,0.46226128935813904,11.714516639709473,13109318.0
