dataset,horizon,model,step,per_step_mse,n_seeds
Weather,192,PatchFusionBERT_v0,142,0.23181740939617157,5
Weather,192,PatchFusionBERT_v0,143,0.2332220822572708,5
Weather,192,PatchFusionBERT_v0,144,0.233785942196846,5
Weather,192,PatchFusionBERT_v0,145,0.23492082953453064,5
Weather,192,PatchFusionBERT_v0,146,0.2355387657880783,5
Weather,192,PatchFusionBERT_v0,147,0.23620232939720154,5
Weather,192,PatchFusionBERT_v0,148,0.23768672347068787,5
Weather,192,PatchFusionBERT_v0,149,0.23868417739868164,5
Weather,192,PatchFusionBERT_v0,150,0.23950576782226562,5
Weather,192,PatchFusionBERT_v0,151,0.2404671013355255,5
Weather,192,PatchFusionBERT_v0,152,0.2412569522857666,5
Weather,192,PatchFusionBERT_v0,153,0.2427159547805786,5
Weather,192,PatchFusionBERT_v0,154,0.24368354678153992,5
Weather,192,PatchFusionBERT_v0,155,0.24398092925548553,5
Weather,192,PatchFusionBERT_v0,156,0.24542780220508575,5
Weather,192,PatchFusionBERT_v0,157,0.24653363227844238,5
Weather,192,PatchFusionBERT_v0,158,0.2473229616880417,5
Weather,192,PatchFusionBERT_v0,159,0.24849584698677063,5
Weather,192,PatchFusionBERT_v0,160,0.24974553287029266,5
Weather,192,PatchFusionBERT_v0,161,0.2506226897239685,5
Weather,192,PatchFusionBERT_v0,162,0.2516637444496155,5
Weather,192,PatchFusionBERT_v0,163,0.2529037594795227,5
Weather,192,PatchFusionBERT_v0,164,0.2540583908557892,5
Weather,192,PatchFusionBERT_v0,165,0.2549717426300049,5
Weather,192,PatchFusionBERT_v0,166,0.25618910789489746,5
Weather,192,PatchFusionBERT_v0,167,0.25732606649398804,5
Weather,192,PatchFusionBERT_v0,168,0.2584966719150543,5
Weather,192,PatchFusionBERT_v0,169,0.25972896814346313,5
Weather,192,PatchFusionBERT_v0,170,0.2605971097946167,5
Weather,192,PatchFusionBERT_v0,171,0.261993944644928,5
Weather,192,PatchFusionBERT_v0,172,0.26266852021217346,5
Weather,192,PatchFusionBERT_v0,173,0.26358047127723694,5
Weather,192,PatchFusionBERT_v0,174,0.2646147906780243,5
Weather,192,PatchFusionBERT_v0,175,0.26538386940956116,5
Weather,192,PatchFusionBERT_v0,176,0.2672733664512634,5
Weather,192,PatchFusionBERT_v0,177,0.2669731676578522,5
Weather,192,PatchFusionBERT_v0,178,0.26805195212364197,5
Weather,192,PatchFusionBERT_v0,179,0.26888447999954224,5
Weather,192,PatchFusionBERT_v0,180,0.27028414607048035,5
Weather,192,PatchFusionBERT_v0,181,0.27075284719467163,5
Weather,192,PatchFusionBERT_v0,182,0.27159422636032104,5
Weather,192,PatchFusionBERT_v0,183,0.2728646695613861,5
Weather,192,PatchFusionBERT_v0,184,0.27351275086402893,5
Weather,192,PatchFusionBERT_v0,185,0.2746545076370239,5
Weather,192,PatchFusionBERT_v0,186,0.27503448724746704,5
Weather,192,PatchFusionBERT_v0,187,0.27577275037765503,5
Weather,192,PatchFusionBERT_v0,188,0.27645793557167053,5
Weather,192,PatchFusionBERT_v0,189,0.2771058678627014,5
Weather,192,PatchFusionBERT_v0,190,0.27798643708229065,5
Weather,192,PatchFusionBERT_v0,191,0.2782703936100006,5
Weather,192,PatchFusionBERT_v0,192,0.27963119745254517,5
ETTm2,192,DLinear,1,0.03329348936676979,5
ETTm2,192,DLinear,2,0.04779404029250145,5
ETTm2,192,DLinear,3,0.05733334273099899,5
ETTm2,192,DLinear,4,0.06419746577739716,5
ETTm2,192,DLinear,5,0.07223137468099594,5
ETTm2,192,DLinear,6,0.07676412165164948,5
ETTm2,192,DLinear,7,0.0818450003862381,5
ETTm2,192,DLinear,8,0.08541226387023926,5
ETTm2,192,DLinear,9,0.08988184481859207,5
ETTm2,192,DLinear,10,0.0937594324350357,5
ETTm2,192,DLinear,11,0.09818198531866074,5
ETTm2,192,DLinear,12,0.10184180736541748,5
ETTm2,192,DLinear,13,0.10524189472198486,5
ETTm2,192,DLinear,14,0.10903338342905045,5
ETTm2,192,DLinear,15,0.11352603137493134,5
ETTm2,192,DLinear,16,0.1170114278793335,5
ETTm2,192,DLinear,17,0.11934491246938705,5
ETTm2,192,DLinear,18,0.12204792350530624,5
ETTm2,192,DLinear,19,0.12404835224151611,5
ETTm2,192,DLinear,20,0.1266631782054901,5
ETTm2,192,DLinear,21,0.12868110835552216,5
ETTm2,192,DLinear,22,0.1312805712223053,5
ETTm2,192,DLinear,23,0.13381753861904144,5
ETTm2,192,DLinear,24,0.13609066605567932,5
ETTm2,192,DLinear,25,0.1387059986591339,5
ETTm2,192,DLinear,26,0.14106690883636475,5
ETTm2,192,DLinear,27,0.14290109276771545,5
ETTm2,192,DLinear,28,0.1457699090242386,5
ETTm2,192,DLinear,29,0.1473274677991867,5
ETTm2,192,DLinear,30,0.14947465062141418,5
ETTm2,192,DLinear,31,0.15112222731113434,5
ETTm2,192,DLinear,32,0.152775838971138,5
ETTm2,192,DLinear,33,0.15388402342796326,5
ETTm2,192,DLinear,34,0.15585356950759888,5
ETTm2,192,DLinear,35,0.15829631686210632,5
ETTm2,192,DLinear,36,0.15952236950397491,5
ETTm2,192,DLinear,37,0.1610555201768875,5
ETTm2,192,DLinear,38,0.16392739117145538,5
ETTm2,192,DLinear,39,0.1649881899356842,5
ETTm2,192,DLinear,40,0.16604205965995789,5
ETTm2,192,DLinear,41,0.16763658821582794,5
ETTm2,192,DLinear,42,0.16895438730716705,5
ETTm2,192,DLinear,43,0.17054224014282227,5
ETTm2,192,DLinear,44,0.17261402308940887,5
ETTm2,192,DLinear,45,0.17359702289104462,5
ETTm2,192,DLinear,46,0.17585967481136322,5
ETTm2,192,DLinear,47,0.17821189761161804,5
ETTm2,192,DLinear,48,0.17824411392211914,5
ETTm2,192,DLinear,49,0.17924082279205322,5
ETTm2,192,DLinear,50,0.181191086769104,5
ETTm2,192,DLinear,51,0.18234744668006897,5
ETTm2,192,DLinear,52,0.18375568091869354,5
ETTm2,192,DLinear,53,0.18673625588417053,5
ETTm2,192,DLinear,54,0.1886770874261856,5
ETTm2,192,DLinear,55,0.1892276108264923,5
ETTm2,192,DLinear,56,0.19102784991264343,5
ETTm2,192,DLinear,57,0.19210048019886017,5
ETTm2,192,DLinear,58,0.19276051223278046,5
ETTm2,192,DLinear,59,0.19351103901863098,5
ETTm2,192,DLinear,60,0.19538819789886475,5
ETTm2,192,DLinear,61,0.19585020840168,5
ETTm2,192,DLinear,62,0.1970461755990982,5
ETTm2,192,DLinear,63,0.1977350413799286,5
ETTm2,192,DLinear,64,0.19848693907260895,5
ETTm2,192,DLinear,65,0.19915220141410828,5
ETTm2,192,DLinear,66,0.19937704503536224,5
ETTm2,192,DLinear,67,0.20107635855674744,5
ETTm2,192,DLinear,68,0.20156781375408173,5
ETTm2,192,DLinear,69,0.20291118323802948,5
ETTm2,192,DLinear,70,0.20513026416301727,5
ETTm2,192,DLinear,71,0.20541489124298096,5
ETTm2,192,DLinear,72,0.20520897209644318,5
ETTm2,192,DLinear,73,0.20658795535564423,5
ETTm2,192,DLinear,74,0.20742876827716827,5
ETTm2,192,DLinear,75,0.20808224380016327,5
ETTm2,192,DLinear,76,0.20989783108234406,5
ETTm2,192,DLinear,77,0.2111349105834961,5
ETTm2,192,DLinear,78,0.21169006824493408,5
ETTm2,192,DLinear,79,0.2128332108259201,5
ETTm2,192,DLinear,80,0.21381314098834991,5
ETTm2,192,DLinear,81,0.21525856852531433,5
ETTm2,192,DLinear,82,0.21591702103614807,5
ETTm2,192,DLinear,83,0.21645231544971466,5
ETTm2,192,DLinear,84,0.2176581621170044,5
ETTm2,192,DLinear,85,0.21838465332984924,5
ETTm2,192,DLinear,86,0.21928811073303223,5
ETTm2,192,DLinear,87,0.2203454077243805,5
ETTm2,192,DLinear,88,0.22099456191062927,5
ETTm2,192,DLinear,89,0.2230442315340042,5
ETTm2,192,DLinear,90,0.22432056069374084,5
ETTm2,192,DLinear,91,0.2239115685224533,5
ETTm2,192,DLinear,92,0.22396795451641083,5
ETTm2,192,DLinear,93,0.22482898831367493,5
ETTm2,192,DLinear,94,0.22526578605175018,5
ETTm2,192,DLinear,95,0.22737261652946472,5
ETTm2,192,DLinear,96,0.2294507920742035,5
ETTm2,192,DLinear,97,0.2324085682630539,5
ETTm2,192,DLinear,98,0.23447437584400177,5
ETTm2,192,DLinear,99,0.23753269016742706,5
ETTm2,192,DLinear,100,0.23965466022491455,5
ETTm2,192,DLinear,101,0.24164097011089325,5
ETTm2,192,DLinear,102,0.2449207305908203,5
ETTm2,192,DLinear,103,0.2477141171693802,5
ETTm2,192,DLinear,104,0.24844828248023987,5
ETTm2,192,DLinear,105,0.24931450188159943,5
ETTm2,192,DLinear,106,0.2519973814487457,5
ETTm2,192,DLinear,107,0.2547609210014343,5
ETTm2,192,DLinear,108,0.2565784752368927,5
ETTm2,192,DLinear,109,0.25872138142585754,5
ETTm2,192,DLinear,110,0.26130372285842896,5
ETTm2,192,DLinear,111,0.26266926527023315,5
ETTm2,192,DLinear,112,0.26238688826560974,5
ETTm2,192,DLinear,113,0.2654206454753876,5
ETTm2,192,DLinear,114,0.2653177082538605,5
ETTm2,192,DLinear,115,0.26630836725234985,5
ETTm2,192,DLinear,116,0.26658546924591064,5
ETTm2,192,DLinear,117,0.26865050196647644,5
ETTm2,192,DLinear,118,0.27111825346946716,5
ETTm2,192,DLinear,119,0.27323222160339355,5
ETTm2,192,DLinear,120,0.2758958339691162,5
ETTm2,192,DLinear,121,0.2766616940498352,5
ETTm2,192,DLinear,122,0.2765429615974426,5
ETTm2,192,DLinear,123,0.2786868214607239,5
ETTm2,192,DLinear,124,0.28058362007141113,5
ETTm2,192,DLinear,125,0.28143244981765747,5
ETTm2,192,DLinear,126,0.28250813484191895,5
ETTm2,192,DLinear,127,0.2828197181224823,5
ETTm2,192,DLinear,128,0.2854181230068207,5
ETTm2,192,DLinear,129,0.28815945982933044,5
ETTm2,192,DLinear,130,0.28640633821487427,5
ETTm2,192,DLinear,131,0.28674477338790894,5
ETTm2,192,DLinear,132,0.28790441155433655,5
ETTm2,192,DLinear,133,0.28960350155830383,5
ETTm2,192,DLinear,134,0.2902370095252991,5
ETTm2,192,DLinear,135,0.29102975130081177,5
ETTm2,192,DLinear,136,0.29318690299987793,5
ETTm2,192,DLinear,137,0.29372352361679077,5
ETTm2,192,DLinear,138,0.29328691959381104,5
ETTm2,192,DLinear,139,0.2924324870109558,5
ETTm2,192,DLinear,140,0.29485368728637695,5
ETTm2,192,DLinear,141,0.2954300045967102,5
ETTm2,192,DLinear,142,0.296575129032135,5
ETTm2,192,DLinear,143,0.29855215549468994,5
ETTm2,192,DLinear,144,0.2997083067893982,5
ETTm2,192,DLinear,145,0.30016812682151794,5
ETTm2,192,DLinear,146,0.298818439245224,5
ETTm2,192,DLinear,147,0.30007100105285645,5
ETTm2,192,DLinear,148,0.30180680751800537,5
ETTm2,192,DLinear,149,0.30253419280052185,5
ETTm2,192,DLinear,150,0.30712348222732544,5
ETTm2,192,DLinear,151,0.30694717168807983,5
ETTm2,192,DLinear,152,0.30822664499282837,5
ETTm2,192,DLinear,153,0.30795034766197205,5
ETTm2,192,DLinear,154,0.3107052743434906,5
ETTm2,192,DLinear,155,0.3113250136375427,5
ETTm2,192,DLinear,156,0.31225132942199707,5
ETTm2,192,DLinear,157,0.3105596899986267,5
ETTm2,192,DLinear,158,0.310356080532074,5
ETTm2,192,DLinear,159,0.3118390440940857,5
ETTm2,192,DLinear,160,0.31465601921081543,5
ETTm2,192,DLinear,161,0.31352221965789795,5
ETTm2,192,DLinear,162,0.3124745190143585,5
ETTm2,192,DLinear,163,0.31215035915374756,5
ETTm2,192,DLinear,164,0.31193745136260986,5
ETTm2,192,DLinear,165,0.31305667757987976,5
ETTm2,192,DLinear,166,0.3128475248813629,5
ETTm2,192,DLinear,167,0.31277430057525635,5
ETTm2,192,DLinear,168,0.3129372000694275,5
ETTm2,192,DLinear,169,0.3150996267795563,5
ETTm2,192,DLinear,170,0.31377583742141724,5
ETTm2,192,DLinear,171,0.31449905037879944,5
ETTm2,192,DLinear,172,0.3153800368309021,5
ETTm2,192,DLinear,173,0.3178877830505371,5
ETTm2,192,DLinear,174,0.3207830786705017,5
ETTm2,192,DLinear,175,0.32066696882247925,5
ETTm2,192,DLinear,176,0.3210095763206482,5
ETTm2,192,DLinear,177,0.32301267981529236,5
ETTm2,192,DLinear,178,0.3229936361312866,5
ETTm2,192,DLinear,179,0.32459038496017456,5
ETTm2,192,DLinear,180,0.3243124485015869,5
ETTm2,192,DLinear,181,0.3238569498062134,5
ETTm2,192,DLinear,182,0.3223266005516052,5
ETTm2,192,DLinear,183,0.3238042891025543,5
ETTm2,192,DLinear,184,0.3253335952758789,5
ETTm2,192,DLinear,185,0.32229360938072205,5
ETTm2,192,DLinear,186,0.3238877058029175,5
ETTm2,192,DLinear,187,0.3250955641269684,5
ETTm2,192,DLinear,188,0.3249063193798065,5
ETTm2,192,DLinear,189,0.32529300451278687,5
ETTm2,192,DLinear,190,0.3261561989784241,5
ETTm2,192,DLinear,191,0.32869452238082886,5
ETTm2,192,DLinear,192,0.32795560359954834,5
ETTm2,192,PatchTST,1,0.03830131143331528,5
ETTm2,192,PatchTST,2,0.05213899165391922,5
ETTm2,192,PatchTST,3,0.06200413778424263,5
ETTm2,192,PatchTST,4,0.06872093677520752,5
ETTm2,192,PatchTST,5,0.07344029098749161,5
ETTm2,192,PatchTST,6,0.07970865070819855,5
ETTm2,192,PatchTST,7,0.08366610109806061,5
ETTm2,192,PatchTST,8,0.08830847591161728,5
ETTm2,192,PatchTST,9,0.09293484687805176,5
ETTm2,192,PatchTST,10,0.09709972888231277,5
ETTm2,192,PatchTST,11,0.10058845579624176,5
ETTm2,192,PatchTST,12,0.10554232448339462,5
ETTm2,192,PatchTST,13,0.11023882776498795,5
ETTm2,192,PatchTST,14,0.11302411556243896,5
ETTm2,192,PatchTST,15,0.11556416749954224,5
ETTm2,192,PatchTST,16,0.11891642957925797,5
ETTm2,192,PatchTST,17,0.12189539521932602,5
ETTm2,192,PatchTST,18,0.12503497302532196,5
ETTm2,192,PatchTST,19,0.12802937626838684,5
ETTm2,192,PatchTST,20,0.1307806670665741,5
ETTm2,192,PatchTST,21,0.1346617490053177,5
ETTm2,192,PatchTST,22,0.13703061640262604,5
ETTm2,192,PatchTST,23,0.1391211897134781,5
ETTm2,192,PatchTST,24,0.1410161703824997,5
ETTm2,192,PatchTST,25,0.1448543518781662,5
ETTm2,192,PatchTST,26,0.14662763476371765,5
ETTm2,192,PatchTST,27,0.14939072728157043,5
ETTm2,192,PatchTST,28,0.15100494027137756,5
ETTm2,192,PatchTST,29,0.15483015775680542,5
ETTm2,192,PatchTST,30,0.15664759278297424,5
ETTm2,192,PatchTST,31,0.16105501353740692,5
ETTm2,192,PatchTST,32,0.16174083948135376,5
ETTm2,192,PatchTST,33,0.16377641260623932,5
ETTm2,192,PatchTST,34,0.16475573182106018,5
ETTm2,192,PatchTST,35,0.16702798008918762,5
ETTm2,192,PatchTST,36,0.16853120923042297,5
ETTm2,192,PatchTST,37,0.17008689045906067,5
ETTm2,192,PatchTST,38,0.1721232682466507,5
ETTm2,192,PatchTST,39,0.17570945620536804,5
ETTm2,192,PatchTST,40,0.17731989920139313,5
ETTm2,192,PatchTST,41,0.17868588864803314,5
ETTm2,192,PatchTST,42,0.181016206741333,5
ETTm2,192,PatchTST,43,0.18147854506969452,5
ETTm2,192,PatchTST,44,0.18153318762779236,5
ETTm2,192,PatchTST,45,0.1829340159893036,5
ETTm2,192,PatchTST,46,0.18251903355121613,5
ETTm2,192,PatchTST,47,0.18612247705459595,5
ETTm2,192,PatchTST,48,0.1883668601512909,5
ETTm2,192,PatchTST,49,0.18815095722675323,5
ETTm2,192,PatchTST,50,0.1908237636089325,5
ETTm2,192,PatchTST,51,0.19252565503120422,5
ETTm2,192,PatchTST,52,0.19339625537395477,5
ETTm2,192,PatchTST,53,0.19439753890037537,5
ETTm2,192,PatchTST,54,0.19638869166374207,5
ETTm2,192,PatchTST,55,0.19805535674095154,5
ETTm2,192,PatchTST,56,0.19845525920391083,5
ETTm2,192,PatchTST,57,0.20064499974250793,5
ETTm2,192,PatchTST,58,0.19988760352134705,5
ETTm2,192,PatchTST,59,0.20191749930381775,5
ETTm2,192,PatchTST,60,0.20143763720989227,5
ETTm2,192,PatchTST,61,0.20302557945251465,5
ETTm2,192,PatchTST,62,0.20478256046772003,5
ETTm2,192,PatchTST,63,0.20598654448986053,5
ETTm2,192,PatchTST,64,0.20656275749206543,5
ETTm2,192,PatchTST,65,0.20864805579185486,5
ETTm2,192,PatchTST,66,0.2109522819519043,5
ETTm2,192,PatchTST,67,0.21163085103034973,5
ETTm2,192,PatchTST,68,0.21312622725963593,5
ETTm2,192,PatchTST,69,0.21539649367332458,5
ETTm2,192,PatchTST,70,0.21665553748607635,5
ETTm2,192,PatchTST,71,0.21856281161308289,5
ETTm2,192,PatchTST,72,0.219417005777359,5
ETTm2,192,PatchTST,73,0.21921169757843018,5
ETTm2,192,PatchTST,74,0.2213551104068756,5
ETTm2,192,PatchTST,75,0.2215675562620163,5
ETTm2,192,PatchTST,76,0.2210993468761444,5
ETTm2,192,PatchTST,77,0.222074955701828,5
ETTm2,192,PatchTST,78,0.22374220192432404,5
ETTm2,192,PatchTST,79,0.2237797975540161,5
ETTm2,192,PatchTST,80,0.2248845100402832,5
ETTm2,192,PatchTST,81,0.22647610306739807,5
ETTm2,192,PatchTST,82,0.22634980082511902,5
ETTm2,192,PatchTST,83,0.22757479548454285,5
ETTm2,192,PatchTST,84,0.22822518646717072,5
ETTm2,192,PatchTST,85,0.22945380210876465,5
ETTm2,192,PatchTST,86,0.23040597140789032,5
ETTm2,192,PatchTST,87,0.2308977097272873,5
ETTm2,192,PatchTST,88,0.23373866081237793,5
ETTm2,192,PatchTST,89,0.23353497684001923,5
ETTm2,192,PatchTST,90,0.2336900681257248,5
ETTm2,192,PatchTST,91,0.23522710800170898,5
ETTm2,192,PatchTST,92,0.23573999106884003,5
ETTm2,192,PatchTST,93,0.23579910397529602,5
ETTm2,192,PatchTST,94,0.2377282828092575,5
ETTm2,192,PatchTST,95,0.2395021617412567,5
ETTm2,192,PatchTST,96,0.24079576134681702,5
ETTm2,192,PatchTST,97,0.2435133457183838,5
ETTm2,192,PatchTST,98,0.24628686904907227,5
ETTm2,192,PatchTST,99,0.24974343180656433,5
ETTm2,192,PatchTST,100,0.2531958222389221,5
ETTm2,192,PatchTST,101,0.25263816118240356,5
ETTm2,192,PatchTST,102,0.25585663318634033,5
ETTm2,192,PatchTST,103,0.25546786189079285,5
ETTm2,192,PatchTST,104,0.25894516706466675,5
ETTm2,192,PatchTST,105,0.2603055238723755,5
ETTm2,192,PatchTST,106,0.26237374544143677,5
ETTm2,192,PatchTST,107,0.26447296142578125,5
ETTm2,192,PatchTST,108,0.266923189163208,5
ETTm2,192,PatchTST,109,0.2682117521762848,5
ETTm2,192,PatchTST,110,0.2710525691509247,5
ETTm2,192,PatchTST,111,0.27125564217567444,5
ETTm2,192,PatchTST,112,0.27299365401268005,5
ETTm2,192,PatchTST,113,0.2738654613494873,5
ETTm2,192,PatchTST,114,0.27582377195358276,5
ETTm2,192,PatchTST,115,0.2779030501842499,5
ETTm2,192,PatchTST,116,0.27906936407089233,5
ETTm2,192,PatchTST,117,0.28071242570877075,5
ETTm2,192,PatchTST,118,0.28084999322891235,5
ETTm2,192,PatchTST,119,0.2831290364265442,5
ETTm2,192,PatchTST,120,0.28379374742507935,5
ETTm2,192,PatchTST,121,0.2832755148410797,5
ETTm2,192,PatchTST,122,0.28483179211616516,5
ETTm2,192,PatchTST,123,0.28588300943374634,5
ETTm2,192,PatchTST,124,0.28828302025794983,5
ETTm2,192,PatchTST,125,0.288420170545578,5
ETTm2,192,PatchTST,126,0.289821594953537,5
ETTm2,192,PatchTST,127,0.29007667303085327,5
ETTm2,192,PatchTST,128,0.29124778509140015,5
ETTm2,192,PatchTST,129,0.29090020060539246,5
ETTm2,192,PatchTST,130,0.2927897572517395,5
ETTm2,192,PatchTST,131,0.293712854385376,5
ETTm2,192,PatchTST,132,0.29271039366722107,5
ETTm2,192,PatchTST,133,0.29505717754364014,5
ETTm2,192,PatchTST,134,0.29491859674453735,5
ETTm2,192,PatchTST,135,0.2976212501525879,5
ETTm2,192,PatchTST,136,0.3000519275665283,5
ETTm2,192,PatchTST,137,0.30114877223968506,5
ETTm2,192,PatchTST,138,0.29919636249542236,5
ETTm2,192,PatchTST,139,0.2997049391269684,5
ETTm2,192,PatchTST,140,0.30027949810028076,5
ETTm2,192,PatchTST,141,0.2989111542701721,5
ETTm2,192,PatchTST,142,0.30101972818374634,5
ETTm2,192,PatchTST,143,0.30037763714790344,5
ETTm2,192,PatchTST,144,0.3026195466518402,5
ETTm2,192,PatchTST,145,0.3036610782146454,5
ETTm2,192,PatchTST,146,0.30447179079055786,5
ETTm2,192,PatchTST,147,0.3042072057723999,5
ETTm2,192,PatchTST,148,0.3076820373535156,5
ETTm2,192,PatchTST,149,0.3059695363044739,5
ETTm2,192,PatchTST,150,0.3074001967906952,5
ETTm2,192,PatchTST,151,0.30693280696868896,5
ETTm2,192,PatchTST,152,0.3106142282485962,5
ETTm2,192,PatchTST,153,0.30777475237846375,5
ETTm2,192,PatchTST,154,0.31070736050605774,5
ETTm2,192,PatchTST,155,0.3115626275539398,5
ETTm2,192,PatchTST,156,0.3104425370693207,5
ETTm2,192,PatchTST,157,0.31164878606796265,5
ETTm2,192,PatchTST,158,0.31104037165641785,5
ETTm2,192,PatchTST,159,0.3124905526638031,5
ETTm2,192,PatchTST,160,0.31247803568840027,5
ETTm2,192,PatchTST,161,0.3158571720123291,5
ETTm2,192,PatchTST,162,0.31617942452430725,5
ETTm2,192,PatchTST,163,0.3162328600883484,5
ETTm2,192,PatchTST,164,0.3150649964809418,5
ETTm2,192,PatchTST,165,0.31575796008110046,5
ETTm2,192,PatchTST,166,0.3180609345436096,5
ETTm2,192,PatchTST,167,0.3176429271697998,5
ETTm2,192,PatchTST,168,0.316582590341568,5
ETTm2,192,PatchTST,169,0.3163578510284424,5
ETTm2,192,PatchTST,170,0.3179834485054016,5
ETTm2,192,PatchTST,171,0.31794777512550354,5
ETTm2,192,PatchTST,172,0.3176302909851074,5
ETTm2,192,PatchTST,173,0.3184894323348999,5
ETTm2,192,PatchTST,174,0.31745824217796326,5
ETTm2,192,PatchTST,175,0.31763413548469543,5
ETTm2,192,PatchTST,176,0.31907224655151367,5
ETTm2,192,PatchTST,177,0.3194192945957184,5
ETTm2,192,PatchTST,178,0.32030683755874634,5
ETTm2,192,PatchTST,179,0.32027849555015564,5
ETTm2,192,PatchTST,180,0.3194967210292816,5
ETTm2,192,PatchTST,181,0.31993311643600464,5
ETTm2,192,PatchTST,182,0.3191761076450348,5
ETTm2,192,PatchTST,183,0.3202516734600067,5
ETTm2,192,PatchTST,184,0.320514976978302,5
ETTm2,192,PatchTST,185,0.3215629458427429,5
ETTm2,192,PatchTST,186,0.32168206572532654,5
ETTm2,192,PatchTST,187,0.3216836452484131,5
ETTm2,192,PatchTST,188,0.3205663561820984,5
ETTm2,192,PatchTST,189,0.3216627240180969,5
ETTm2,192,PatchTST,190,0.322929710149765,5
ETTm2,192,PatchTST,191,0.3226829171180725,5
ETTm2,192,PatchTST,192,0.3257882595062256,5
ETTm2,192,PatchFusionBERT_v0,1,0.0368247851729393,5
ETTm2,192,PatchFusionBERT_v0,2,0.0505138635635376,5
ETTm2,192,PatchFusionBERT_v0,3,0.05935882776975632,5
ETTm2,192,PatchFusionBERT_v0,4,0.06658817827701569,5
ETTm2,192,PatchFusionBERT_v0,5,0.07289968430995941,5
ETTm2,192,PatchFusionBERT_v0,6,0.07803644239902496,5
ETTm2,192,PatchFusionBERT_v0,7,0.08214592933654785,5
ETTm2,192,PatchFusionBERT_v0,8,0.08693772554397583,5
ETTm2,192,PatchFusionBERT_v0,9,0.09176214039325714,5
ETTm2,192,PatchFusionBERT_v0,10,0.0961306169629097,5
ETTm2,192,PatchFusionBERT_v0,11,0.10022301971912384,5
ETTm2,192,PatchFusionBERT_v0,12,0.10377782583236694,5
ETTm2,192,PatchFusionBERT_v0,13,0.10751710087060928,5
ETTm2,192,PatchFusionBERT_v0,14,0.11093127727508545,5
ETTm2,192,PatchFusionBERT_v0,15,0.11487213522195816,5
ETTm2,192,PatchFusionBERT_v0,16,0.11775921285152435,5
ETTm2,192,PatchFusionBERT_v0,17,0.1205427274107933,5
ETTm2,192,PatchFusionBERT_v0,18,0.12216787040233612,5
ETTm2,192,PatchFusionBERT_v0,19,0.12536242604255676,5
ETTm2,192,PatchFusionBERT_v0,20,0.1292676329612732,5
ETTm2,192,PatchFusionBERT_v0,21,0.13285553455352783,5
ETTm2,192,PatchFusionBERT_v0,22,0.13505658507347107,5
ETTm2,192,PatchFusionBERT_v0,23,0.1390194445848465,5
ETTm2,192,PatchFusionBERT_v0,24,0.13970033824443817,5
ETTm2,192,PatchFusionBERT_v0,25,0.14233669638633728,5
ETTm2,192,PatchFusionBERT_v0,26,0.1451045572757721,5
ETTm2,192,PatchFusionBERT_v0,27,0.14647634327411652,5
ETTm2,192,PatchFusionBERT_v0,28,0.14864179491996765,5
ETTm2,192,PatchFusionBERT_v0,29,0.15040864050388336,5
ETTm2,192,PatchFusionBERT_v0,30,0.153109610080719,5
ETTm2,192,PatchFusionBERT_v0,31,0.15541914105415344,5
ETTm2,192,PatchFusionBERT_v0,32,0.15769663453102112,5
ETTm2,192,PatchFusionBERT_v0,33,0.16089963912963867,5
ETTm2,192,PatchFusionBERT_v0,34,0.16058674454689026,5
ETTm2,192,PatchFusionBERT_v0,35,0.1627904623746872,5
ETTm2,192,PatchFusionBERT_v0,36,0.16316255927085876,5
ETTm2,192,PatchFusionBERT_v0,37,0.1653827279806137,5
ETTm2,192,PatchFusionBERT_v0,38,0.16729210317134857,5
ETTm2,192,PatchFusionBERT_v0,39,0.1695495992898941,5
ETTm2,192,PatchFusionBERT_v0,40,0.1711481213569641,5
ETTm2,192,PatchFusionBERT_v0,41,0.17281290888786316,5
ETTm2,192,PatchFusionBERT_v0,42,0.17350079119205475,5
ETTm2,192,PatchFusionBERT_v0,43,0.1751265525817871,5
ETTm2,192,PatchFusionBERT_v0,44,0.17714719474315643,5
ETTm2,192,PatchFusionBERT_v0,45,0.17916491627693176,5
ETTm2,192,PatchFusionBERT_v0,46,0.17991651594638824,5
ETTm2,192,PatchFusionBERT_v0,47,0.1817392110824585,5
ETTm2,192,PatchFusionBERT_v0,48,0.1820838749408722,5
ETTm2,192,PatchFusionBERT_v0,49,0.1835433542728424,5
ETTm2,192,PatchFusionBERT_v0,50,0.18473045527935028,5
ETTm2,192,PatchFusionBERT_v0,51,0.18641839921474457,5
ETTm2,192,PatchFusionBERT_v0,52,0.18809545040130615,5
ETTm2,192,PatchFusionBERT_v0,53,0.1902935802936554,5
ETTm2,192,PatchFusionBERT_v0,54,0.19193026423454285,5
ETTm2,192,PatchFusionBERT_v0,55,0.19313079118728638,5
ETTm2,192,PatchFusionBERT_v0,56,0.19512715935707092,5
ETTm2,192,PatchFusionBERT_v0,57,0.1959809958934784,5
ETTm2,192,PatchFusionBERT_v0,58,0.19739358127117157,5
ETTm2,192,PatchFusionBERT_v0,59,0.1983831375837326,5
ETTm2,192,PatchFusionBERT_v0,60,0.200282484292984,5
ETTm2,192,PatchFusionBERT_v0,61,0.20122747123241425,5
ETTm2,192,PatchFusionBERT_v0,62,0.20398393273353577,5
ETTm2,192,PatchFusionBERT_v0,63,0.20410898327827454,5
ETTm2,192,PatchFusionBERT_v0,64,0.2043309509754181,5
